CASEID,PSU,CASENO,CASENUMBER,CATEGORY,EVENTNO,VEHNUM,CLASS1,GAD1,CLASS2,GAD2
28936,19,34,1-19-2023-034-09,9,1,1,14,L,0,0
28936,19,34,1-19-2023-034-09,9,3,1,14,F,0,0
28936,19,34,1-19-2023-034-09,9,2,1,14,U,0,0
28938,33,14,1-33-2023-014-03,3,3,1,14,T,0,N
28938,33,14,1-33-2023-014-03,3,4,1,14,L,0,0
30406,28,49,1-28-2023-049-03,3,1,1,31,F,0,0
30406,28,49,1-28-2023-049-03,3,2,1,31,R,0,0
30406,28,49,1-28-2023-049-03,3,3,1,31,T,0,N
30406,28,49,1-28-2023-049-03,3,4,1,31,F,0,0
30277,28,45,1-28-2023-045-09,9,1,1,3,F,0,0
30492,28,51,1-28-2023-051-08,8,1,1,2,F,0,0
30492,28,51,1-28-2023-051-08,8,3,1,2,T,0,N
30492,28,51,1-28-2023-051-08,8,2,1,2,F,0,0
30316,22,42,1-22-2023-042-02,2,3,1,2,F,0,0
30316,22,42,1-22-2023-042-02,2,6,1,2,U,0,0
30316,22,42,1-22-2023-042-02,2,4,1,2,T,0,N
30316,22,42,1-22-2023-042-02,2,5,1,2,B,0,0
30330,66,42,1-66-2023-042-03,3,1,1,4,F,14,L
30330,66,42,1-66-2023-042-03,3,2,2,14,L,0,N
30332,21,52,1-21-2023-052-03,3,1,1,3,F,14,B
30332,21,52,1-21-2023-052-03,3,2,2,14,L,0,0
29792,32,63,1-32-2023-063-05,5,1,1,2,B,14,F
29792,32,63,1-32-2023-063-05,5,2,1,2,T,0,N
29792,32,63,1-32-2023-063-05,5,3,2,14,T,0,N
29794,27,41,1-27-2023-041-03,3,1,1,14,R,4,F
29794,27,41,1-27-2023-041-03,3,2,1,14,R,4,F
29795,27,42,1-27-2023-042-04,4,1,1,31,F,3,L
29255,52,36,1-52-2023-036-06,6,1,1,3,L,0,0
29318,52,38,1-52-2023-038-03,3,1,1,14,F,15,R
29234,25,41,1-25-2023-041-04,4,1,1,4,L,0,0
29234,25,41,1-25-2023-041-04,4,2,1,4,L,0,0
29234,25,41,1-25-2023-041-04,4,3,1,4,F,0,0
29234,25,41,1-25-2023-041-04,4,4,1,4,F,0,0
29234,25,41,1-25-2023-041-04,4,6,1,4,F,0,0
29234,25,41,1-25-2023-041-04,4,7,1,4,F,0,0
30578,28,54,1-28-2023-054-09,9,1,1,14,L,0,N
30578,28,54,1-28-2023-054-09,9,3,1,14,U,0,0
30578,28,54,1-28-2023-054-09,9,2,1,14,R,0,0
30678,28,58,1-28-2023-058-03,3,1,1,3,F,0,0
30678,28,58,1-28-2023-058-03,3,2,1,3,L,0,0
30810,28,60,1-28-2023-060-07,7,1,1,4,T,0,N
32837,66,108,1-66-2023-108-03,3,1,1,14,F,14,F
32838,33,91,1-33-2023-091-02,2,1,1,3,L,0,0
32838,33,91,1-33-2023-091-02,2,3,1,3,T,0,0
32838,33,91,1-33-2023-091-02,2,2,1,3,T,0,N
32840,12,127,1-12-2023-127-03,3,1,1,14,F,99,F
32843,12,130,1-12-2023-130-04,4,1,1,14,F,3,F
32846,27,139,1-27-2023-139-03,3,2,1,14,T,0,N
32846,27,139,1-27-2023-139-03,3,1,1,14,F,0,0
32851,32,204,1-32-2023-204-02,2,1,1,2,R,3,F
32852,30,168,1-30-2023-168-02,2,1,1,14,F,15,R
32854,25,123,1-25-2023-123-03,3,1,1,31,L,4,F
32855,17,178,1-17-2023-178-04,4,1,1,14,F,5,F
32857,17,180,1-17-2023-180-09,9,1,1,14,F,3,L
32863,26,142,1-26-2023-142-02,2,1,1,4,F,3,F
32863,26,142,1-26-2023-142-02,2,2,2,3,R,0,0
32863,26,142,1-26-2023-142-02,2,3,2,3,R,0,0
32869,28,124,1-28-2023-124-10,10,1,1,14,R,0,0
32869,28,124,1-28-2023-124-10,10,2,1,14,F,0,0
32869,28,124,1-28-2023-124-10,10,3,1,14,R,0,0
32871,18,122,1-18-2023-122-07,7,1,1,39,F,15,R
32872,76,138,1-76-2023-138-09,9,1,1,1,F,4,L
32872,76,138,1-76-2023-138-09,9,2,1,1,R,4,L
32874,76,140,1-76-2023-140-06,6,1,1,3,F,0,0
32875,76,141,1-76-2023-141-04,4,1,1,15,F,0,0
32878,22,108,1-22-2023-108-06,6,1,1,31,L,2,F
29111,23,32,1-23-2023-032-09,9,1,2,31,F,0,0
29111,23,32,1-23-2023-032-09,9,2,1,14,B,31,F
29113,77,19,1-77-2023-019-02,2,1,1,3,R,14,F
29114,48,16,1-48-2023-016-04,4,1,1,14,F,31,B
29116,59,34,1-59-2023-034-08,8,1,1,14,F,0,0
29116,59,34,1-59-2023-034-08,8,2,1,14,F,0,0
29116,59,34,1-59-2023-034-08,8,3,1,14,F,0,0
29116,59,34,1-59-2023-034-08,8,4,1,14,R,0,N
29119,12,23,1-12-2023-023-06,6,1,1,31,L,3,R
29119,12,23,1-12-2023-023-06,6,2,1,31,T,0,N
29122,17,36,1-17-2023-036-07,7,1,1,4,F,0,0
29125,19,41,1-19-2023-041-10,10,1,1,14,F,0,0
29127,19,43,1-19-2023-043-04,4,1,1,60,L,19,F
29130,11,25,1-11-2023-025-02,2,1,1,15,F,2,F
29130,11,25,1-11-2023-025-02,2,2,1,15,T,0,N
29130,11,25,1-11-2023-025-02,2,3,2,2,T,0,N
29131,11,26,1-11-2023-026-01,1,1,1,3,F,0,0
29131,11,26,1-11-2023-026-01,1,2,1,3,F,0,0
29131,11,26,1-11-2023-026-01,1,3,1,3,N,0,N
29133,24,34,1-24-2023-034-04,4,1,1,31,F,2,L
29133,24,34,1-24-2023-034-04,4,2,1,31,F,31,L
29133,24,34,1-24-2023-034-04,4,3,2,2,B,0,0
29134,24,35,1-24-2023-035-06,6,1,1,3,F,5,F
29136,66,22,1-66-2023-022-10,10,1,1,31,R,0,0
29136,66,22,1-66-2023-022-10,10,2,1,31,F,0,0
29136,66,22,1-66-2023-022-10,10,3,1,31,F,0,0
29139,25,37,1-25-2023-037-04,4,1,1,3,R,3,F
29142,13,34,1-13-2023-034-03,3,1,1,2,B,14,F
29142,13,34,1-13-2023-034-03,3,2,1,2,B,3,F
29147,52,32,1-52-2023-032-09,9,1,1,3,R,60,F
31117,77,77,1-77-2023-077-05,5,1,1,14,F,0,0
31117,77,77,1-77-2023-077-05,5,2,1,14,F,0,0
31117,77,77,1-77-2023-077-05,5,3,1,14,R,0,N
31120,54,65,1-54-2023-065-04,4,1,1,30,B,14,F
31123,48,73,1-48-2023-073-10,10,1,1,30,F,14,R
31125,18,66,1-18-2023-066-04,4,1,1,68,R,3,L
31126,18,67,1-18-2023-067-05,5,1,1,14,F,20,B
31126,18,67,1-18-2023-067-05,5,4,1,14,T,0,N
31126,18,67,1-18-2023-067-05,5,5,2,20,F,0,0
31126,18,67,1-18-2023-067-05,5,3,2,20,F,0,0
31126,18,67,1-18-2023-067-05,5,2,2,20,R,0,0
31128,59,102,1-59-2023-102-05,5,1,1,4,F,15,F
31128,59,102,1-59-2023-102-05,5,2,1,4,R,15,L
31129,33,52,1-33-2023-052-03,3,1,1,14,F,0,0
31129,33,52,1-33-2023-052-03,3,2,1,14,L,0,0
31129,33,52,1-33-2023-052-03,3,3,1,14,T,0,0
29162,32,34,1-32-2023-034-05,5,1,1,4,F,0,0
29162,32,34,1-32-2023-034-05,5,2,1,4,F,0,0
29165,73,33,1-73-2023-033-07,7,1,1,3,F,0,0
29167,27,24,1-27-2023-024-03,3,1,1,14,F,0,0
29167,27,24,1-27-2023-024-03,3,3,1,14,R,0,0
29167,27,24,1-27-2023-024-03,3,2,1,14,R,0,0
29168,27,25,1-27-2023-025-07,7,1,1,14,F,0,0
29168,27,25,1-27-2023-025-07,7,2,1,14,F,0,0
29168,27,25,1-27-2023-025-07,7,3,1,14,F,0,0
29170,15,45,1-15-2023-045-03,3,1,1,14,R,15,F
29170,15,45,1-15-2023-045-03,3,2,1,14,L,15,L
29173,31,20,1-31-2023-020-09,9,1,1,5,F,68,R
29173,31,20,1-31-2023-020-09,9,3,1,5,B,0,0
29173,31,20,1-31-2023-020-09,9,2,1,5,L,68,R
29176,26,35,1-26-2023-035-06,6,1,1,4,F,3,F
29179,15,49,1-15-2023-049-03,3,2,2,4,F,0,0
29179,15,49,1-15-2023-049-03,3,3,2,4,B,5,B
29179,15,49,1-15-2023-049-03,3,1,1,4,L,4,R
29182,21,17,1-21-2023-017-03,3,1,1,4,R,14,F
29182,21,17,1-21-2023-017-03,3,2,1,4,R,0,0
29185,29,14,1-29-2023-014-07,7,1,1,2,F,2,R
29187,22,22,1-22-2023-022-09,9,2,1,3,F,0,0
29187,22,22,1-22-2023-022-09,9,3,1,3,T,0,N
29187,22,22,1-22-2023-022-09,9,1,1,3,F,0,0
29187,22,22,1-22-2023-022-09,9,4,1,3,R,0,0
29188,30,20,1-30-2023-020-03,3,1,1,31,F,20,B
29188,30,20,1-30-2023-020-03,3,2,2,20,F,60,R
29188,30,20,1-30-2023-020-03,3,3,2,20,L,60,B
29188,30,20,1-30-2023-020-03,3,4,3,60,F,3,L
29190,26,37,1-26-2023-037-10,10,1,1,3,F,14,L
28781,27,15,1-27-2023-015-04,4,1,1,31,F,15,L
28781,27,15,1-27-2023-015-04,4,2,2,15,R,14,F
28781,27,15,1-27-2023-015-04,4,3,2,15,R,14,L
28790,15,28,1-15-2023-028-10,10,1,1,14,F,2,L
28790,15,28,1-15-2023-028-10,10,2,1,14,F,15,L
28792,26,17,1-26-2023-017-03,3,1,1,3,F,14,F
28792,26,17,1-26-2023-017-03,3,2,2,14,R,1,L
28795,26,20,1-26-2023-020-04,4,1,1,14,F,0,0
28795,26,20,1-26-2023-020-04,4,2,1,14,F,0,0
28795,26,20,1-26-2023-020-04,4,3,1,14,F,0,0
28796,24,21,1-24-2023-021-08,8,1,1,14,F,5,F
28798,26,18,1-26-2023-018-08,8,1,1,1,F,5,R
28798,26,18,1-26-2023-018-08,8,2,1,1,L,5,R
28798,26,18,1-26-2023-018-08,8,3,1,1,F,3,F
28799,22,14,1-22-2023-014-06,6,1,1,14,L,31,F
28807,22,16,1-22-2023-016-07,7,1,1,3,L,0,0
28807,22,16,1-22-2023-016-07,7,2,1,3,R,0,0
28813,21,10,1-21-2023-010-02,2,1,1,4,F,14,L
28813,21,10,1-21-2023-010-02,2,3,2,14,F,0,0
28813,21,10,1-21-2023-010-02,2,4,2,14,F,0,0
28813,21,10,1-21-2023-010-02,2,2,1,4,R,14,L
28815,16,18,1-16-2023-018-03,3,1,1,15,F,60,9
28816,76,12,1-76-2023-012-10,10,1,1,31,F,0,0
28818,77,12,1-77-2023-012-08,8,1,1,4,F,31,L
28818,77,12,1-77-2023-012-08,8,2,2,31,R,0,N
28818,77,12,1-77-2023-012-08,8,3,1,4,L,31,U
28819,77,13,1-77-2023-013-04,4,1,1,3,F,4,B
28821,54,16,1-54-2023-016-09,9,1,1,30,R,2,F
28822,59,24,1-59-2023-024-06,6,1,1,14,R,14,F
28822,59,24,1-59-2023-024-06,6,2,1,14,R,14,F
28824,48,11,1-48-2023-011-07,7,1,1,15,L,0,0
28824,48,11,1-48-2023-011-07,7,2,1,15,L,0,0
28827,23,23,1-23-2023-023-02,2,2,1,14,T,0,N
28827,23,23,1-23-2023-023-02,2,3,2,5,F,0,0
28827,23,23,1-23-2023-023-02,2,1,1,14,B,0,0
28833,19,28,1-19-2023-028-05,5,1,1,31,F,0,0
28833,19,28,1-19-2023-028-05,5,3,1,31,F,0,0
28833,19,28,1-19-2023-028-05,5,2,1,31,F,0,0
28835,19,30,1-19-2023-030-03,3,1,1,3,F,0,0
28835,19,30,1-19-2023-030-03,3,2,1,3,F,0,0
28835,19,30,1-19-2023-030-03,3,3,1,3,T,0,0
29414,25,46,1-25-2023-046-09,9,3,1,3,L,0,N
29414,25,46,1-25-2023-046-09,9,2,1,3,R,0,0
32880,15,243,1-15-2023-243-05,5,1,1,4,F,15,B
32883,73,183,1-73-2023-183-09,9,1,1,31,F,60,R
32883,73,183,1-73-2023-183-09,9,2,1,31,L,60,R
32886,23,106,1-23-2023-106-03,3,1,1,4,R,15,F
32886,23,106,1-23-2023-106-03,3,2,1,4,L,0,0
30161,24,67,1-24-2023-067-02,2,1,1,60,L,14,F
30164,10,92,1-10-2023-092-07,7,1,1,14,F,14,L
30166,14,40,1-14-2023-040-03,3,1,1,15,F,3,B
30167,14,41,1-14-2023-041-03,3,1,1,21,L,0,0
30167,14,41,1-14-2023-041-03,3,2,1,21,L,0,N
30169,16,59,1-16-2023-059-01,1,1,1,14,R,0,0
30169,16,59,1-16-2023-059-01,1,2,1,14,F,0,0
30169,16,59,1-16-2023-059-01,1,3,1,14,L,0,N
30169,16,59,1-16-2023-059-01,1,4,1,14,T,0,0
30170,16,60,1-16-2023-060-01,1,1,1,30,F,0,0
30170,16,60,1-16-2023-060-01,1,2,1,30,T,0,N
30172,28,41,1-28-2023-041-09,9,2,1,3,L,0,0
30172,28,41,1-28-2023-041-09,9,7,1,3,R,0,0
30172,28,41,1-28-2023-041-09,9,3,1,3,R,0,0
30172,28,41,1-28-2023-041-09,9,4,1,3,R,0,0
30172,28,41,1-28-2023-041-09,9,6,1,3,R,0,0
30172,28,41,1-28-2023-041-09,9,5,1,3,R,0,0
30172,28,41,1-28-2023-041-09,9,1,1,3,L,0,0
30173,28,42,1-28-2023-042-07,7,1,1,2,F,0,0
30175,76,49,1-76-2023-049-03,3,1,1,14,F,0,0
30175,76,49,1-76-2023-049-03,3,2,1,14,F,0,0
30175,76,49,1-76-2023-049-03,3,4,1,14,F,0,0
29414,25,46,1-25-2023-046-09,9,1,1,3,F,0,0
29416,73,40,1-73-2023-040-03,3,1,1,14,F,0,0
29417,73,41,1-73-2023-041-04,4,1,1,3,F,0,0
29419,28,24,1-28-2023-024-04,4,1,1,14,F,0,0
29420,28,25,1-28-2023-025-08,8,1,1,4,F,0,0
29420,28,25,1-28-2023-025-08,8,2,1,4,L,0,0
29422,10,58,1-10-2023-058-02,2,2,1,4,F,0,0
29422,10,58,1-10-2023-058-02,2,3,1,4,F,0,0
29422,10,58,1-10-2023-058-02,2,4,1,4,F,0,0
29422,10,58,1-10-2023-058-02,2,1,1,4,L,3,F
29423,10,59,1-10-2023-059-05,5,1,1,1,F,14,B
29423,10,59,1-10-2023-059-05,5,2,1,1,L,0,0
29423,10,59,1-10-2023-059-05,5,3,1,1,N,0,N
29425,52,39,1-52-2023-039-03,3,1,1,14,F,60,L
29426,52,40,1-52-2023-040-09,9,1,1,2,F,14,B
29431,18,27,1-18-2023-027-05,5,2,1,20,F,0,0
29431,18,27,1-18-2023-027-05,5,1,1,20,R,0,0
29431,18,27,1-18-2023-027-05,5,3,1,20,F,0,0
29431,18,27,1-18-2023-027-05,5,4,1,20,F,0,0
29431,18,27,1-18-2023-027-05,5,5,1,20,F,0,0
29434,32,44,1-32-2023-044-03,3,1,1,60,B,5,F
29437,66,28,1-66-2023-028-04,4,1,1,15,R,4,F
29439,31,27,1-31-2023-027-04,4,1,1,14,F,0,0
29440,18,26,1-18-2023-026-08,8,1,1,15,F,0,0
29440,18,26,1-18-2023-026-08,8,2,1,15,F,0,0
29440,18,26,1-18-2023-026-08,8,3,1,15,F,0,0
29440,18,26,1-18-2023-026-08,8,4,1,15,F,0,0
29440,18,26,1-18-2023-026-08,8,5,1,15,F,0,0
29440,18,26,1-18-2023-026-08,8,6,1,15,F,0,0
29440,18,26,1-18-2023-026-08,8,7,1,15,F,0,0
30333,21,53,1-21-2023-053-03,3,1,1,4,F,14,B
30333,21,53,1-21-2023-053-03,3,2,2,14,T,0,N
30335,29,40,1-29-2023-040-02,2,1,1,4,R,15,F
30336,29,41,1-29-2023-041-04,4,1,1,15,F,4,F
30338,32,88,1-32-2023-088-02,2,1,1,14,F,67,F
30339,15,112,1-15-2023-112-09,9,1,1,21,F,3,L
30446,13,86,1-13-2023-086-04,4,1,1,15,R,4,L
2300198,23,109,1-23-2023-109-07,7,1,1,31,B,3,F
32324,16,122,1-16-2023-122-02,2,1,1,15,F,60,B
32324,16,122,1-16-2023-122-02,2,2,3,1,F,0,0
32530,16,130,1-16-2023-130-04,4,1,1,20,F,3,B
32327,16,125,1-16-2023-125-03,3,2,1,31,F,0,0
32327,16,125,1-16-2023-125-03,3,1,1,31,F,0,0
29796,26,56,1-26-2023-056-03,3,1,1,4,R,1,F
29796,26,56,1-26-2023-056-03,3,2,1,4,R,20,R
29796,26,56,1-26-2023-056-03,3,3,2,1,F,20,B
28938,33,14,1-33-2023-014-03,3,1,1,14,F,0,0
28938,33,14,1-33-2023-014-03,3,2,1,14,L,0,0
28939,11,21,1-11-2023-021-03,3,1,1,15,F,0,0
28939,11,21,1-11-2023-021-03,3,2,1,15,R,0,0
28939,11,21,1-11-2023-021-03,3,3,1,15,F,0,0
28939,11,21,1-11-2023-021-03,3,4,1,15,F,0,0
28941,13,25,1-13-2023-025-02,2,1,1,15,R,3,F
28941,13,25,1-13-2023-025-02,2,2,1,15,R,3,L
28942,13,26,1-13-2023-026-03,3,1,1,31,F,14,B
28942,13,26,1-13-2023-026-03,3,2,2,14,F,14,B
28944,13,28,1-13-2023-028-03,3,1,1,3,F,0,0
28945,24,26,1-24-2023-026-09,9,2,1,3,F,0,0
28945,24,26,1-24-2023-026-09,9,1,1,3,F,0,0
28947,24,28,1-24-2023-028-06,6,1,1,3,F,4,F
28950,66,18,1-66-2023-018-10,10,1,1,68,L,30,B
28950,66,18,1-66-2023-018-10,10,2,2,30,B,0,0
28950,66,18,1-66-2023-018-10,10,3,1,68,L,0,N
28953,25,30,1-25-2023-030-03,3,1,1,4,L,14,F
28953,25,30,1-25-2023-030-03,3,2,1,4,R,0,0
28956,73,24,1-73-2023-024-04,4,1,1,14,L,31,F
29234,25,41,1-25-2023-041-04,4,5,1,4,R,0,0
29236,28,21,1-28-2023-021-10,10,1,1,2,B,0,0
29236,28,21,1-28-2023-021-10,10,2,1,2,F,0,0
29236,28,21,1-28-2023-021-10,10,3,1,2,R,0,0
29237,16,30,1-16-2023-030-03,3,1,1,2,L,3,F
29242,10,51,1-10-2023-051-10,10,1,1,14,L,2,R
29242,10,51,1-10-2023-051-10,10,2,1,14,9,2,R
29248,32,37,1-32-2023-037-05,5,1,1,3,L,0,0
29248,32,37,1-32-2023-037-05,5,2,1,3,L,0,0
29248,32,37,1-32-2023-037-05,5,4,1,3,L,0,0
29248,32,37,1-32-2023-037-05,5,3,1,3,T,0,N
29250,54,23,1-54-2023-023-07,7,1,1,15,F,31,L
29253,66,24,1-66-2023-024-03,3,1,1,2,F,4,B
29254,66,25,1-66-2023-025-02,2,1,1,2,F,68,B
29256,24,41,1-24-2023-041-07,7,1,1,14,F,3,B
29256,24,41,1-24-2023-041-07,7,2,2,3,F,4,B
29257,31,21,1-31-2023-021-05,5,1,1,4,F,78,B
29259,15,51,1-15-2023-051-03,3,1,1,21,B,14,F
29262,26,39,1-26-2023-039-02,2,1,1,3,F,14,B
29262,26,39,1-26-2023-039-02,2,2,2,14,L,20,F
29262,26,39,1-26-2023-039-02,2,3,2,14,L,20,R
30175,76,49,1-76-2023-049-03,3,3,1,14,T,0,0
30175,76,49,1-76-2023-049-03,3,6,1,14,L,0,0
30175,76,49,1-76-2023-049-03,3,7,1,14,R,0,0
30175,76,49,1-76-2023-049-03,3,5,1,14,F,0,0
30178,13,74,1-13-2023-074-09,9,1,1,3,L,31,F
30181,52,69,1-52-2023-069-03,3,1,1,15,F,0,0
30184,25,66,1-25-2023-066-01,1,1,1,2,F,0,0
30184,25,66,1-25-2023-066-01,1,3,1,2,F,0,0
30184,25,66,1-25-2023-066-01,1,6,1,2,T,0,N
30184,25,66,1-25-2023-066-01,1,7,1,2,T,0,0
30184,25,66,1-25-2023-066-01,1,2,1,2,R,0,0
30184,25,66,1-25-2023-066-01,1,4,1,2,R,0,0
30184,25,66,1-25-2023-066-01,1,5,1,2,T,0,0
30186,27,52,1-27-2023-052-06,6,3,1,31,F,0,0
30186,27,52,1-27-2023-052-06,6,2,1,31,L,0,0
30186,27,52,1-27-2023-052-06,6,1,1,31,L,0,0
30187,27,53,1-27-2023-053-07,7,1,1,31,F,14,F
30187,27,53,1-27-2023-053-07,7,3,1,31,F,0,0
30187,27,53,1-27-2023-053-07,7,2,1,31,R,14,F
30189,32,80,1-32-2023-080-08,8,1,1,14,L,3,F
30189,32,80,1-32-2023-080-08,8,2,2,3,9,0,N
30192,18,43,1-18-2023-043-05,5,1,1,3,R,31,F
30192,18,43,1-18-2023-043-05,5,4,2,31,T,0,N
30192,18,43,1-18-2023-043-05,5,2,1,3,T,0,0
30192,18,43,1-18-2023-043-05,5,3,1,3,L,0,N
30195,31,46,1-31-2023-046-08,8,1,1,14,R,0,N
30196,31,47,1-31-2023-047-04,4,1,1,31,F,0,0
30198,73,74,1-73-2023-074-09,9,1,1,4,R,0,N
30198,73,74,1-73-2023-074-09,9,2,1,4,R,0,0
30198,73,74,1-73-2023-074-09,9,3,1,4,R,0,0
30201,73,77,1-73-2023-077-09,9,1,1,3,F,3,F
30341,15,114,1-15-2023-114-04,4,1,1,14,L,3,F
30344,22,44,1-22-2023-044-09,9,1,1,2,T,0,N
30347,10,97,1-10-2023-097-08,8,1,1,3,F,3,R
30347,10,97,1-10-2023-097-08,8,2,1,3,B,0,0
30347,10,97,1-10-2023-097-08,8,3,1,3,R,0,0
30347,10,97,1-10-2023-097-08,8,4,2,3,B,0,0
30353,77,48,1-77-2023-048-02,2,1,1,15,F,0,0
30355,77,50,1-77-2023-050-03,3,1,1,14,F,21,B
30356,48,45,1-48-2023-045-09,9,1,1,14,T,0,N
30356,48,45,1-48-2023-045-09,9,2,1,14,B,0,0
30358,48,47,1-48-2023-047-10,10,2,1,4,F,0,0
30358,48,47,1-48-2023-047-10,10,1,1,4,R,0,0
30358,48,47,1-48-2023-047-10,10,3,1,4,R,0,0
30361,59,76,1-59-2023-076-05,5,1,1,5,F,20,R
30361,59,76,1-59-2023-076-05,5,2,2,20,L,0,0
30362,59,74,1-59-2023-074-06,6,1,1,14,F,16,L
30364,54,46,1-54-2023-046-08,8,1,1,2,F,0,0
30364,54,46,1-54-2023-046-08,8,2,1,2,L,0,N
30367,12,58,1-12-2023-058-06,6,2,1,14,F,0,0
30367,12,58,1-12-2023-058-06,6,1,1,14,F,0,0
30370,17,83,1-17-2023-083-07,7,1,1,4,L,80,9
2300050,30,173,1-30-2023-173-02,2,1,1,14,F,68,D
2300133,30,179,1-30-2023-179-04,4,1,1,4,F,0,0
2300133,30,179,1-30-2023-179-04,4,2,1,4,F,0,0
2300248,30,182,1-30-2023-182-04,4,1,1,4,F,30,9
32480,59,152,1-59-2023-152-09,9,1,1,14,F,0,0
30381,24,72,1-24-2023-072-02,2,1,1,3,F,67,B
30382,13,83,1-13-2023-083-10,10,1,1,3,F,31,L
30382,13,83,1-13-2023-083-10,10,3,1,3,L,68,R
30382,13,83,1-13-2023-083-10,10,2,1,3,R,31,L
30384,14,45,1-14-2023-045-09,9,1,1,15,R,14,F
30387,24,73,1-24-2023-073-06,6,1,2,3,B,15,F
30387,24,73,1-24-2023-073-06,6,2,1,14,B,3,F
28507,66,6,1-66-2023-006-05,5,1,1,2,F,0,0
28507,66,6,1-66-2023-006-05,5,2,1,2,R,0,0
28507,66,6,1-66-2023-006-05,5,3,1,2,T,0,N
28507,66,6,1-66-2023-006-05,5,4,1,2,9,0,0
28509,59,15,1-59-2023-015-05,5,1,1,68,F,31,F
28510,18,5,1-18-2023-005-07,7,1,1,31,R,14,F
28512,28,5,1-28-2023-005-07,7,1,1,20,F,0,0
28512,28,5,1-28-2023-005-07,7,2,1,20,L,0,0
32093,13,132,1-13-2023-132-01,1,2,1,2,F,0,0
32101,76,104,1-76-2023-104-04,4,1,1,4,F,3,F
32104,31,96,1-31-2023-096-10,10,1,1,5,B,0,0
32104,31,96,1-31-2023-096-10,10,2,1,5,B,0,0
32104,31,96,1-31-2023-096-10,10,3,1,5,B,0,0
32104,31,96,1-31-2023-096-10,10,4,1,5,B,0,0
32105,31,97,1-31-2023-097-02,2,1,1,20,F,4,F
32105,31,97,1-31-2023-097-02,2,2,2,4,F,0,0
32107,14,84,1-14-2023-084-04,4,1,2,14,B,14,F
32107,14,84,1-14-2023-084-04,4,2,1,2,B,14,F
32108,16,116,1-16-2023-116-10,10,1,1,4,R,3,F
32110,16,118,1-16-2023-118-03,3,1,1,4,F,60,B
32113,32,170,1-32-2023-170-03,3,1,1,4,R,4,F
32116,28,99,1-28-2023-099-07,7,1,1,3,F,0,0
32116,28,99,1-28-2023-099-07,7,2,1,3,F,0,0
32119,27,111,1-27-2023-111-03,3,1,1,31,F,3,L
32119,27,111,1-27-2023-111-03,3,2,1,31,F,0,0
32122,73,157,1-73-2023-157-10,10,1,1,31,F,14,B
32124,73,159,1-73-2023-159-06,6,1,1,14,F,0,0
32124,73,159,1-73-2023-159-06,6,3,1,14,F,0,0
32124,73,159,1-73-2023-159-06,6,2,1,14,F,0,0
32619,24,118,1-24-2023-118-10,10,1,1,3,F,68,F
2300153,24,130,1-24-2023-130-05,5,1,1,5,F,0,0
2300153,24,130,1-24-2023-130-05,5,2,1,5,T,0,0
28348,31,4,1-31-2023-004-10,10,1,1,31,F,0,0
28434,31,6,1-31-2023-006-06,6,1,1,14,F,0,0
28680,31,12,1-31-2023-012-04,4,1,1,20,F,0,0
28986,31,17,1-31-2023-017-09,9,1,1,31,T,0,N
28986,31,17,1-31-2023-017-09,9,2,1,31,9,0,0
29075,31,19,1-31-2023-019-04,4,1,1,14,L,0,0
29075,31,19,1-31-2023-019-04,4,2,1,14,F,0,0
29075,31,19,1-31-2023-019-04,4,3,1,14,L,0,0
29258,31,22,1-31-2023-022-06,6,1,1,68,F,4,R
29527,31,28,1-31-2023-028-10,10,1,1,14,F,31,B
29619,31,32,1-31-2023-032-07,7,1,1,14,F,4,B
29619,31,32,1-31-2023-032-07,7,2,1,14,T,0,N
29885,31,37,1-31-2023-037-10,10,1,1,3,L,31,F
29925,31,38,1-31-2023-038-10,10,1,1,31,F,0,0
30031,31,42,1-31-2023-042-06,6,1,1,1,F,0,0
30031,31,42,1-31-2023-042-06,6,2,1,1,F,0,0
30071,31,43,1-31-2023-043-04,4,1,1,14,F,0,0
30194,31,45,1-31-2023-045-04,4,1,1,14,F,0,0
30289,31,49,1-31-2023-049-04,4,1,1,14,R,4,F
29092,21,15,1-21-2023-015-08,8,1,1,14,T,0,N
29092,21,15,1-21-2023-015-08,8,2,1,14,L,0,0
29092,21,15,1-21-2023-015-08,8,3,1,14,R,0,0
29181,21,16,1-21-2023-016-02,2,1,1,5,F,0,0
29453,21,23,1-21-2023-023-03,3,1,1,31,F,68,L
29453,21,23,1-21-2023-023-03,3,2,1,31,R,68,U
29914,21,38,1-21-2023-038-09,9,1,1,4,F,15,B
29914,21,38,1-21-2023-038-09,9,2,1,4,F,0,0
30108,21,42,1-21-2023-042-03,3,1,1,5,F,0,0
30108,21,42,1-21-2023-042-03,3,2,1,5,F,0,0
30214,21,46,1-21-2023-046-02,2,1,1,4,F,68,B
30214,21,46,1-21-2023-046-02,2,2,1,4,L,14,F
30214,21,46,1-21-2023-046-02,2,4,3,14,L,0,0
30214,21,46,1-21-2023-046-02,2,3,1,4,N,0,N
30240,21,49,1-21-2023-049-07,7,1,1,4,F,5,R
30240,21,49,1-21-2023-049-07,7,2,2,5,F,0,0
30429,21,56,1-21-2023-056-02,2,1,1,31,B,14,F
30429,21,56,1-21-2023-056-02,2,3,2,14,L,0,0
30429,21,56,1-21-2023-056-02,2,2,2,14,F,0,0
30429,21,56,1-21-2023-056-02,2,4,1,31,F,0,0
30429,21,56,1-21-2023-056-02,2,5,1,31,T,0,N
