CASEID,PSU,CASENO,CASENUMBER,CATEGORY,EVENTNO,VEHNUM,CLASS1,GAD1,CLASS2,GAD2
6499,29,8,1-29-2017-008-06,6,2,1,31,F,0,0
6499,29,8,1-29-2017-008-06,6,3,1,31,F,0,0
6505,31,7,1-31-2017-007-04,4,1,1,31,F,31,R
6501,22,21,1-22-2017-021-03,3,1,1,14,R,0,N
6501,22,21,1-22-2017-021-03,3,2,1,14,N,0,N
6492,17,15,1-17-2017-015-04,4,1,1,4,F,0,0
6492,17,15,1-17-2017-015-04,4,4,2,3,R,0,0
6492,17,15,1-17-2017-015-04,4,5,2,3,L,3,F
6492,17,15,1-17-2017-015-04,4,7,2,3,F,0,0
6492,17,15,1-17-2017-015-04,4,2,3,3,F,4,L
6492,17,15,1-17-2017-015-04,4,3,3,3,R,0,0
6492,17,15,1-17-2017-015-04,4,6,4,3,F,4,F
6497,19,25,1-19-2017-025-05,5,1,1,3,F,31,B
6476,28,9,1-28-2017-009-06,6,1,1,4,F,14,B
6476,28,9,1-28-2017-009-06,6,2,2,14,F,2,B
6500,22,20,1-22-2017-020-09,9,1,1,15,F,20,L
6510,33,16,1-33-2017-016-05,5,1,1,15,R,0,N
6510,33,16,1-33-2017-016-05,5,2,1,15,L,0,0
6500,22,20,1-22-2017-020-09,9,2,2,20,F,2,B
6498,19,26,1-19-2017-026-05,5,1,1,14,F,14,R
6500,22,20,1-22-2017-020-09,9,3,3,2,F,0,0
6508,20,17,1-20-2017-017-04,4,1,1,4,F,14,B
6493,13,16,1-13-2017-016-04,4,2,1,3,F,0,0
6493,13,16,1-13-2017-016-04,4,1,1,3,L,4,F
6507,15,10,1-15-2017-010-02,2,1,1,14,F,0,0
6511,33,17,1-33-2017-017-03,3,1,1,3,F,31,L
6509,20,18,1-20-2017-018-08,8,1,1,31,F,0,0
6482,10,11,1-10-2017-011-03,3,1,1,3,F,0,0
6503,30,22,1-30-2017-022-02,2,1,1,31,F,0,0
6503,30,22,1-30-2017-022-02,2,2,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,3,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,4,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,5,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,6,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,7,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,8,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,9,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,10,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,11,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,12,1,31,9,0,0
6503,30,22,1-30-2017-022-02,2,13,1,31,F,0,0
6503,30,22,1-30-2017-022-02,2,14,1,31,F,0,0
6503,30,22,1-30-2017-022-02,2,15,1,31,9,0,0
6504,18,10,1-18-2017-010-09,9,1,1,31,T,0,N
6515,30,21,1-30-2017-021-06,6,1,1,20,L,3,R
6515,30,21,1-30-2017-021-06,6,2,2,3,F,0,0
6490,11,5,1-11-2017-005-02,2,1,2,4,F,14,B
6513,13,18,1-13-2017-018-03,3,1,1,4,F,3,B
6513,13,18,1-13-2017-018-03,3,2,2,3,F,31,B
6496,26,10,1-26-2017-010-06,6,1,1,2,F,3,L
6516,23,18,1-23-2017-018-03,3,1,1,60,F,3,B
6488,25,4,1-25-2017-004-03,3,1,1,14,F,20,B
6488,25,4,1-25-2017-004-03,3,2,2,20,F,14,B
6488,25,4,1-25-2017-004-03,3,3,3,14,F,3,B
6488,25,4,1-25-2017-004-03,3,4,4,3,F,3,B
6528,16,21,1-16-2017-021-05,5,1,1,4,L,5,F
6525,24,21,1-24-2017-021-03,3,2,1,3,R,31,L
6525,24,21,1-24-2017-021-03,3,1,2,31,F,3,R
6525,24,21,1-24-2017-021-03,3,3,2,31,F,0,0
6525,24,21,1-24-2017-021-03,3,4,2,31,F,0,0
6523,23,19,1-23-2017-019-06,6,1,1,30,R,4,F
6523,23,19,1-23-2017-019-06,6,2,1,30,R,4,L
6523,23,19,1-23-2017-019-06,6,3,1,30,T,0,N
6524,23,20,1-23-2017-020-06,6,1,1,2,R,2,F
6531,32,19,1-32-2017-019-07,7,1,1,15,R,2,F
6524,23,20,1-23-2017-020-06,6,2,2,2,L,2,R
6526,24,22,1-24-2017-022-06,6,1,1,2,F,0,0
6526,24,22,1-24-2017-022-06,6,2,1,2,F,0,0
6532,32,20,1-32-2017-020-07,7,2,2,5,F,31,B
6532,32,20,1-32-2017-020-07,7,1,3,15,F,5,B
6537,12,11,1-12-2017-011-01,1,1,1,14,L,68,F
6534,11,8,1-11-2017-008-03,3,1,2,60,B,3,F
6537,12,11,1-12-2017-011-01,1,2,2,68,R,0,N
6527,16,20,1-16-2017-020-01,1,1,1,5,F,68,F
6535,19,27,1-19-2017-027-05,5,1,1,2,R,14,F
6535,19,27,1-19-2017-027-05,5,2,1,2,B,0,0
6538,29,9,1-29-2017-009-09,9,1,1,3,F,14,F
6539,31,8,1-31-2017-008-10,10,1,1,5,F,0,0
6541,17,16,1-17-2017-016-05,5,1,1,30,L,20,F
6540,13,19,1-13-2017-019-04,4,1,1,3,R,14,F
6540,13,19,1-13-2017-019-04,4,2,1,3,R,14,L
6533,11,7,1-11-2017-007-03,3,1,2,3,F,4,B
6545,22,23,1-22-2017-023-07,7,1,1,14,L,0,N
6547,33,19,1-33-2017-019-06,6,1,1,4,L,2,F
6542,21,10,1-21-2017-010-10,10,1,1,2,R,3,L
6542,21,10,1-21-2017-010-10,10,2,1,2,F,15,B
6542,21,10,1-21-2017-010-10,10,3,1,2,F,31,B
6543,18,11,1-18-2017-011-06,6,1,1,2,F,2,F
6548,20,19,1-20-2017-019-10,10,1,1,31,T,0,N
6546,33,18,1-33-2017-018-09,9,1,1,31,F,0,0
6549,20,20,1-20-2017-020-09,9,1,1,2,F,0,0
6550,15,11,1-15-2017-011-02,2,1,1,3,F,0,0
6550,15,11,1-15-2017-011-02,2,2,1,3,F,0,0
6544,22,22,1-22-2017-022-08,8,1,1,14,F,0,0
6544,22,22,1-22-2017-022-08,8,2,1,14,R,0,N
6552,30,23,1-30-2017-023-03,3,1,1,3,F,0,0
6552,30,23,1-30-2017-023-03,3,2,1,3,R,0,N
6553,30,24,1-30-2017-024-06,6,1,1,4,F,2,B
6553,30,24,1-30-2017-024-06,6,2,2,2,F,3,B
6553,30,24,1-30-2017-024-06,6,3,3,3,F,31,B
6559,19,29,1-19-2017-029-01,1,1,1,20,R,0,0
6559,19,29,1-19-2017-029-01,1,2,1,20,F,0,0
6559,19,29,1-19-2017-029-01,1,3,1,20,L,0,0
6559,19,29,1-19-2017-029-01,1,4,1,20,N,0,N
6562,28,11,1-28-2017-011-07,7,1,1,20,R,4,L
6562,28,11,1-28-2017-011-07,7,2,2,5,R,0,0
6561,10,13,1-10-2017-013-08,8,1,1,2,F,3,R
6565,14,13,1-14-2017-013-05,5,1,1,4,L,2,F
6564,26,12,1-26-2017-012-08,8,1,1,2,F,0,0
6563,10,14,1-10-2017-014-05,5,1,1,1,F,0,0
6570,23,22,1-23-2017-022-10,10,1,1,3,F,0,0
6570,23,22,1-23-2017-022-10,10,2,1,3,F,0,0
6570,23,22,1-23-2017-022-10,10,3,1,3,F,0,0
6571,14,14,1-14-2017-014-01,1,1,1,3,L,60,F
6576,32,21,1-32-2017-021-10,10,1,1,31,L,0,0
6576,32,21,1-32-2017-021-10,10,3,1,31,R,0,0
6576,32,21,1-32-2017-021-10,10,2,1,31,L,0,0
6577,32,22,1-32-2017-022-02,2,1,1,20,L,1,F
6580,12,12,1-12-2017-012-08,8,1,1,4,L,0,0
6580,12,12,1-12-2017-012-08,8,2,1,4,F,0,0
6579,16,23,1-16-2017-023-09,9,1,2,15,B,60,F
6575,24,24,1-24-2017-024-03,3,1,1,20,F,4,L
6575,24,24,1-24-2017-024-03,3,3,2,4,L,0,0
6575,24,24,1-24-2017-024-03,3,2,2,4,L,0,0
6574,24,23,1-24-2017-023-06,6,1,1,30,F,4,R
6574,24,23,1-24-2017-023-06,6,2,1,30,L,0,0
6572,10,15,1-10-2017-015-03,3,1,1,4,F,20,L
6572,10,15,1-10-2017-015-03,3,2,2,20,F,0,0
6568,29,10,1-29-2017-010-04,4,1,1,3,F,0,0
6568,29,10,1-29-2017-010-04,4,2,1,3,L,0,0
6568,29,10,1-29-2017-010-04,4,3,1,3,T,0,0
6584,19,31,1-19-2017-031-05,5,1,1,4,F,0,0
6588,17,17,1-17-2017-017-03,3,1,1,3,F,4,B
6589,21,11,1-21-2017-011-03,3,1,1,14,F,28,R
6589,21,11,1-21-2017-011-03,3,2,1,14,L,28,R
6589,21,11,1-21-2017-011-03,3,3,2,21,L,0,0
6589,21,11,1-21-2017-011-03,3,4,2,21,F,0,0
6590,13,20,1-13-2017-020-02,2,1,2,3,F,4,B
6591,13,21,1-13-2017-021-02,2,1,1,2,R,0,0
6591,13,21,1-13-2017-021-02,2,2,1,2,L,3,R
6581,11,9,1-11-2017-009-08,8,1,1,2,F,4,B
6592,18,12,1-18-2017-012-04,4,1,1,3,F,5,L
6592,18,12,1-18-2017-012-04,4,2,1,3,L,5,L
6599,31,10,1-31-2017-010-08,8,1,1,14,L,0,0
6599,31,10,1-31-2017-010-08,8,2,1,14,F,0,0
6596,22,25,1-22-2017-025-03,3,2,1,15,F,0,0
6596,22,25,1-22-2017-025-03,3,3,1,15,T,0,N
6596,22,25,1-22-2017-025-03,3,1,1,15,L,0,0
6601,30,26,1-30-2017-026-07,7,1,1,14,F,14,B
6593,33,20,1-33-2017-020-03,3,1,1,14,T,0,N
6593,33,20,1-33-2017-020-03,3,3,1,14,T,0,0
6593,33,20,1-33-2017-020-03,3,2,1,14,R,0,0
6603,33,22,1-33-2017-022-09,9,1,1,2,L,0,0
6595,22,24,1-22-2017-024-03,3,1,1,5,F,20,B
6597,20,21,1-20-2017-021-06,6,2,1,68,L,4,R
6597,20,21,1-20-2017-021-06,6,1,1,68,F,0,0
6597,20,21,1-20-2017-021-06,6,3,1,68,R,0,N
6604,30,25,1-30-2017-025-10,10,1,1,15,9,4,L
6569,23,21,1-23-2017-021-04,4,1,1,4,B,4,F
6602,15,12,1-15-2017-012-06,6,1,1,78,F,2,L
6606,16,24,1-16-2017-024-02,2,1,1,3,F,15,F
6607,20,23,1-20-2017-023-07,7,1,1,14,F,16,B
6609,19,32,1-19-2017-032-03,3,1,1,3,R,1,F
6612,26,14,1-26-2017-014-03,3,1,1,5,F,4,L
6591,13,21,1-13-2017-021-02,2,3,2,3,F,4,F
6567,28,12,1-28-2017-012-10,10,1,1,14,L,0,N
6573,10,16,1-10-2017-016-03,3,1,1,4,F,5,L
6573,10,16,1-10-2017-016-03,3,2,2,5,R,0,0
6618,14,15,1-14-2017-015-03,3,1,1,3,R,3,F
6623,24,25,1-24-2017-025-03,3,1,2,2,F,15,L
6625,32,23,1-32-2017-023-03,3,1,1,31,F,0,0
6625,32,23,1-32-2017-023-03,3,2,1,31,F,0,0
6626,32,24,1-32-2017-024-03,3,1,1,31,F,0,0
6626,32,24,1-32-2017-024-03,3,2,1,31,F,0,0
6626,32,24,1-32-2017-024-03,3,3,1,31,F,0,0
6626,32,24,1-32-2017-024-03,3,4,1,31,F,0,0
6626,32,24,1-32-2017-024-03,3,5,1,31,L,0,0
6622,23,24,1-23-2017-024-04,4,1,1,4,F,0,0
6628,10,18,1-10-2017-018-04,4,1,1,31,F,4,B
6628,10,18,1-10-2017-018-04,4,2,3,3,F,30,L
6628,10,18,1-10-2017-018-04,4,3,3,3,F,0,0
6630,29,11,1-29-2017-011-05,5,1,1,2,L,14,F
6582,11,10,1-11-2017-010-08,8,1,1,30,T,0,N
6631,16,25,1-16-2017-025-02,2,1,1,3,F,2,L
6631,16,25,1-16-2017-025-02,2,2,1,3,F,0,0
6631,16,25,1-16-2017-025-02,2,3,2,2,R,0,0
6624,24,26,1-24-2017-026-03,3,1,1,2,F,0,0
6624,24,26,1-24-2017-026-03,3,2,1,2,R,0,0
6632,16,26,1-16-2017-026-09,9,1,1,14,T,0,N
6632,16,26,1-16-2017-026-09,9,2,2,20,L,0,0
6635,17,18,1-17-2017-018-01,1,1,1,2,L,0,0
6635,17,18,1-17-2017-018-01,1,2,1,2,T,0,N
6619,11,11,1-11-2017-011-08,8,1,1,2,F,31,B
6621,23,23,1-23-2017-023-03,3,1,2,31,F,14,L
6636,21,12,1-21-2017-012-10,10,1,1,2,9,0,0
6636,21,12,1-21-2017-012-10,10,2,1,2,9,0,0
6636,21,12,1-21-2017-012-10,10,3,1,2,F,0,0
6636,21,12,1-21-2017-012-10,10,4,1,2,F,0,0
6636,21,12,1-21-2017-012-10,10,5,1,2,9,0,0
6636,21,12,1-21-2017-012-10,10,6,1,2,9,0,0
6636,21,12,1-21-2017-012-10,10,7,1,2,F,0,0
6636,21,12,1-21-2017-012-10,10,8,1,2,F,0,0
6638,22,27,1-22-2017-027-08,8,1,1,3,F,30,B
6639,18,13,1-18-2017-013-06,6,1,1,4,F,0,0
6639,18,13,1-18-2017-013-06,6,2,1,4,F,0,0
6639,18,13,1-18-2017-013-06,6,3,1,4,F,0,0
6641,20,25,1-20-2017-025-03,3,1,1,30,F,3,L
6646,13,23,1-13-2017-023-03,3,1,1,14,B,2,F
6646,13,23,1-13-2017-023-03,3,2,1,14,F,0,0
6646,13,23,1-13-2017-023-03,3,3,1,14,R,0,N
6645,13,22,1-13-2017-022-06,6,1,1,3,F,0,0
6645,13,22,1-13-2017-022-06,6,2,1,3,L,0,N
6644,33,24,1-33-2017-024-09,9,1,1,14,F,31,R
6629,25,5,1-25-2017-005-04,4,1,1,2,L,2,F
6649,22,28,1-22-2017-028-06,6,1,1,30,F,2,B
6643,33,23,1-33-2017-023-06,6,1,1,3,L,0,0
6643,33,23,1-33-2017-023-06,6,2,1,3,T,0,N
6650,26,15,1-26-2017-015-03,3,1,1,2,F,3,R
6650,26,15,1-26-2017-015-03,3,2,1,2,9,3,9
6650,26,15,1-26-2017-015-03,3,3,3,3,F,0,0
6633,19,33,1-19-2017-033-10,10,1,1,5,F,31,B
6634,19,34,1-19-2017-034-06,6,1,1,1,R,14,R
6640,20,24,1-20-2017-024-01,1,1,1,3,F,0,0
6640,20,24,1-20-2017-024-01,1,2,1,3,N,0,N
6653,30,29,1-30-2017-029-04,4,1,1,31,F,3,B
6656,15,14,1-15-2017-014-02,2,1,1,3,F,4,F
6617,28,13,1-28-2017-013-02,2,1,1,15,T,0,0
6617,28,13,1-28-2017-013-02,2,2,1,15,F,0,0
6617,28,13,1-28-2017-013-02,2,3,1,15,L,0,0
6620,11,12,1-11-2017-012-08,8,1,1,30,L,0,0
6658,14,16,1-14-2017-016-03,3,1,1,4,L,3,F
6660,16,28,1-16-2017-028-08,8,1,1,30,F,4,B
6660,16,28,1-16-2017-028-08,8,2,1,30,F,0,0
6661,24,27,1-24-2017-027-07,7,1,1,14,L,3,F
6661,24,27,1-24-2017-027-07,7,2,1,14,L,0,0
6661,24,27,1-24-2017-027-07,7,3,1,14,L,0,0
6662,24,28,1-24-2017-028-06,6,1,1,4,F,3,B
6662,24,28,1-24-2017-028-06,6,3,1,4,R,0,0
6662,24,28,1-24-2017-028-06,6,2,1,4,R,0,0
6662,24,28,1-24-2017-028-06,6,4,1,4,F,0,0
6662,24,28,1-24-2017-028-06,6,5,1,4,F,0,0
6668,27,3,1-27-2017-003-06,6,1,1,3,R,4,F
6670,32,26,1-32-2017-026-09,9,1,1,3,F,0,0
6670,32,26,1-32-2017-026-09,9,2,1,3,L,0,0
6670,32,26,1-32-2017-026-09,9,3,1,3,F,0,0
6670,32,26,1-32-2017-026-09,9,4,1,3,T,0,N
6669,32,25,1-32-2017-025-03,3,1,1,14,R,4,F
6669,32,25,1-32-2017-025-03,3,2,1,14,L,0,N
6667,11,14,1-11-2017-014-05,5,1,1,2,F,31,F
6666,11,13,1-11-2017-013-05,5,2,1,4,F,0,0
6666,11,13,1-11-2017-013-05,5,1,1,4,F,0,0
6664,23,25,1-23-2017-025-03,3,1,1,2,R,3,L
6671,12,13,1-12-2017-013-06,6,1,1,2,F,0,0
6671,12,13,1-12-2017-013-06,6,2,1,2,R,0,0
6671,12,13,1-12-2017-013-06,6,3,1,2,B,0,0
6672,31,11,1-31-2017-011-07,7,1,1,14,R,0,0
6673,17,19,1-17-2017-019-03,3,1,1,4,F,14,B
6676,29,12,1-29-2017-012-04,4,1,2,14,L,31,F
6674,19,35,1-19-2017-035-06,6,1,1,3,F,3,B
6675,19,36,1-19-2017-036-08,8,1,1,1,L,4,R
6677,22,29,1-22-2017-029-04,4,1,1,3,U,0,0
6665,23,26,1-23-2017-026-09,9,1,1,30,F,0,0
6665,23,26,1-23-2017-026-09,9,2,1,30,T,0,N
6679,21,13,1-21-2017-013-08,8,1,1,2,F,0,0
6679,21,13,1-21-2017-013-08,8,2,1,2,L,0,0
6678,22,30,1-22-2017-030-04,4,1,1,3,F,0,0
6684,15,15,1-15-2017-015-06,6,1,1,3,F,3,F
6684,15,15,1-15-2017-015-06,6,2,1,3,T,0,N
6682,13,24,1-13-2017-024-03,3,1,1,14,L,4,R
6682,13,24,1-13-2017-024-03,3,4,1,14,F,0,0
6682,13,24,1-13-2017-024-03,3,2,2,4,L,68,F
6682,13,24,1-13-2017-024-03,3,3,2,4,T,0,N
6686,30,31,1-30-2017-031-04,4,1,1,2,F,0,0
6686,30,31,1-30-2017-031-04,4,2,1,2,R,0,0
6686,30,31,1-30-2017-031-04,4,3,1,2,F,0,0
6686,30,31,1-30-2017-031-04,4,4,1,2,U,0,0
6683,13,25,1-13-2017-025-04,4,1,1,2,R,3,F
6683,13,25,1-13-2017-025-04,4,2,2,3,F,4,L
6689,33,25,1-33-2017-025-01,1,1,1,3,F,14,F
6690,33,26,1-33-2017-026-03,3,1,1,2,L,1,F
6687,20,26,1-20-2017-026-02,2,1,1,31,F,2,B
6687,20,26,1-20-2017-026-02,2,2,1,31,F,4,R
6687,20,26,1-20-2017-026-02,2,3,2,2,F,0,0
6688,20,27,1-20-2017-027-04,4,1,2,31,F,2,B
6648,30,28,1-30-2017-028-08,8,1,1,5,T,0,N
6694,30,32,1-30-2017-032-03,3,1,1,3,F,4,R
6694,30,32,1-30-2017-032-03,3,2,1,3,L,4,R
6663,28,14,1-28-2017-014-06,6,1,1,3,F,0,0
6663,28,14,1-28-2017-014-06,6,2,1,3,F,0,0
6691,18,15,1-18-2017-015-09,9,1,1,2,R,2,L
6691,18,15,1-18-2017-015-09,9,2,2,2,R,0,0
6691,18,15,1-18-2017-015-09,9,3,2,2,R,0,0
6627,10,17,1-10-2017-017-03,3,1,1,2,F,3,L
6491,11,6,1-11-2017-006-03,3,1,1,3,F,2,L
6699,28,15,1-28-2017-015-09,9,1,1,4,9,0,N
6704,14,17,1-14-2017-017-05,5,1,1,68,R,3,L
6704,14,17,1-14-2017-017-05,5,2,2,3,F,0,0
6703,24,30,1-24-2017-030-07,7,1,2,4,F,4,L
6709,32,28,1-32-2017-028-05,5,1,1,4,F,4,F
6708,32,27,1-32-2017-027-03,3,1,1,1,F,14,B
6702,24,29,1-24-2017-029-01,1,2,1,3,F,0,0
6702,24,29,1-24-2017-029-01,1,1,1,3,F,0,0
6713,29,13,1-29-2017-013-03,3,1,2,3,L,3,F
6714,31,12,1-31-2017-012-04,4,1,1,1,F,0,0
6711,19,37,1-19-2017-037-07,7,1,1,4,R,0,0
6712,19,38,1-19-2017-038-08,8,1,1,20,R,2,F
6712,19,38,1-19-2017-038-08,8,2,1,20,R,2,L
6715,17,20,1-17-2017-020-09,9,1,1,2,F,0,0
6716,16,29,1-16-2017-029-04,4,1,1,3,F,15,9
6701,23,27,1-23-2017-027-03,3,1,1,31,F,14,B
6701,23,27,1-23-2017-027-03,3,2,1,31,F,0,0
6701,23,27,1-23-2017-027-03,3,5,2,14,F,5,B
6701,23,27,1-23-2017-027-03,3,3,3,14,9,14,B
6701,23,27,1-23-2017-027-03,3,4,3,14,9,20,L
6701,23,27,1-23-2017-027-03,3,6,3,14,9,0,N
6701,23,27,1-23-2017-027-03,3,7,3,14,F,0,0
6717,22,31,1-22-2017-031-07,7,1,1,31,F,0,0
6705,11,15,1-11-2017-015-05,5,1,1,3,F,4,B
6705,11,15,1-11-2017-015-05,5,3,3,2,F,4,B
6705,11,15,1-11-2017-015-05,5,2,4,4,F,2,B
6718,22,32,1-22-2017-032-07,7,1,1,14,L,4,R
6719,18,16,1-18-2017-016-03,3,2,1,3,F,0,0
6719,18,16,1-18-2017-016-03,3,3,1,3,F,0,0
6719,18,16,1-18-2017-016-03,3,4,1,3,L,0,N
6719,18,16,1-18-2017-016-03,3,5,1,3,R,0,0
6719,18,16,1-18-2017-016-03,3,1,1,3,F,0,0
6721,33,28,1-33-2017-028-03,3,1,1,3,L,3,F
6720,33,27,1-33-2017-027-07,7,1,2,4,F,4,F
6723,13,27,1-13-2017-027-08,8,1,1,15,F,0,0
6723,13,27,1-13-2017-027-08,8,3,1,15,F,0,0
6723,13,27,1-13-2017-027-08,8,2,1,15,F,0,0
6722,13,26,1-13-2017-026-05,5,1,1,4,F,31,B
6722,13,26,1-13-2017-026-05,5,2,3,1,B,31,F
6707,10,19,1-10-2017-019-02,2,2,1,4,F,0,0
6707,10,19,1-10-2017-019-02,2,3,1,4,F,0,0
6707,10,19,1-10-2017-019-02,2,1,1,4,U,0,0
6730,21,14,1-21-2017-014-04,4,1,2,2,L,4,R
6730,21,14,1-21-2017-014-04,4,2,2,2,F,0,0
6730,21,14,1-21-2017-014-04,4,3,2,2,F,0,0
6730,21,14,1-21-2017-014-04,4,4,2,2,F,0,0
6730,21,14,1-21-2017-014-04,4,5,2,2,F,0,0
6725,15,16,1-15-2017-016-05,5,5,1,4,F,0,0
6725,15,16,1-15-2017-016-05,5,6,1,4,L,0,0
6725,15,16,1-15-2017-016-05,5,7,1,4,9,0,0
6725,15,16,1-15-2017-016-05,5,2,1,4,R,3,F
6725,15,16,1-15-2017-016-05,5,1,1,4,F,99,B
6725,15,16,1-15-2017-016-05,5,3,3,3,B,14,F
6725,15,16,1-15-2017-016-05,5,4,4,14,B,3,F
6732,26,18,1-26-2017-018-04,4,1,1,3,F,3,L
6732,26,18,1-26-2017-018-04,4,2,2,3,R,58,L
6728,20,28,1-20-2017-028-03,3,1,1,3,L,3,F
6733,30,34,1-30-2017-034-03,3,1,2,4,F,5,L
6734,12,15,1-12-2017-015-09,9,2,1,3,F,0,0
6734,12,15,1-12-2017-015-09,9,1,1,3,F,0,0
6729,20,29,1-20-2017-029-09,9,1,1,30,L,60,F
6729,20,29,1-20-2017-029-09,9,2,1,30,T,0,N
6736,16,30,1-16-2017-030-07,7,1,1,68,R,4,L
6736,16,30,1-16-2017-030-07,7,2,2,4,F,0,0
6737,23,28,1-23-2017-028-03,3,1,1,20,L,31,F
6737,23,28,1-23-2017-028-03,3,2,1,20,L,31,R
6738,23,29,1-23-2017-029-04,4,1,1,15,F,0,0
6742,24,32,1-24-2017-032-04,4,1,2,80,F,3,R
6739,14,18,1-14-2017-018-04,4,2,2,2,F,4,B
6739,14,18,1-14-2017-018-04,4,1,3,3,F,2,B
6747,12,16,1-12-2017-016-06,6,1,1,2,F,0,0
6741,24,31,1-24-2017-031-06,6,1,1,20,F,4,B
6743,32,29,1-32-2017-029-09,9,1,1,14,L,31,R
6748,29,14,1-29-2017-014-03,3,1,1,3,F,0,0
6748,29,14,1-29-2017-014-03,3,2,1,3,U,0,0
6748,29,14,1-29-2017-014-03,3,3,1,3,B,0,0
6744,32,30,1-32-2017-030-06,6,1,2,1,F,14,R
6750,31,13,1-31-2017-013-04,4,1,1,31,F,0,0
6749,17,21,1-17-2017-021-07,7,2,1,3,F,0,0
6749,17,21,1-17-2017-021-07,7,3,1,3,F,0,0
6749,17,21,1-17-2017-021-07,7,1,1,3,U,0,0
6752,19,40,1-19-2017-040-08,8,1,1,14,F,0,0
6752,19,40,1-19-2017-040-08,8,2,1,14,T,0,0
6753,21,15,1-21-2017-015-06,6,1,1,3,F,0,0
6753,21,15,1-21-2017-015-06,6,2,1,3,F,0,0
6759,30,35,1-30-2017-035-02,2,1,1,14,F,3,B
6759,30,35,1-30-2017-035-02,2,2,1,14,U,0,0
6759,30,35,1-30-2017-035-02,2,3,1,14,F,0,0
6763,33,30,1-33-2017-030-09,9,2,1,30,L,0,0
6763,33,30,1-33-2017-030-09,9,1,1,30,F,0,0
6762,33,29,1-33-2017-029-10,10,1,1,3,F,0,0
6757,13,28,1-13-2017-028-04,4,1,1,31,F,15,F
6758,13,29,1-13-2017-029-06,6,1,1,14,R,4,F
6764,20,30,1-20-2017-030-03,3,1,1,4,F,0,0
6754,18,17,1-18-2017-017-09,9,1,1,16,F,0,0
6740,28,16,1-28-2017-016-04,4,1,1,3,F,0,0
6744,32,30,1-32-2017-030-06,6,2,3,14,L,14,L
6746,11,17,1-11-2017-017-01,1,1,1,4,F,0,0
6746,11,17,1-11-2017-017-01,1,3,1,4,N,0,N
6746,11,17,1-11-2017-017-01,1,2,1,4,T,0,N
6755,22,33,1-22-2017-033-04,4,1,1,15,F,0,0
6755,22,33,1-22-2017-033-04,4,2,1,15,F,0,0
6751,19,39,1-19-2017-039-10,10,1,1,3,F,14,L
6745,10,20,1-10-2017-020-03,3,1,1,3,R,3,F
6745,10,20,1-10-2017-020-03,3,2,1,3,R,3,L
6769,15,18,1-15-2017-018-06,6,1,1,3,F,3,B
6770,26,20,1-26-2017-020-09,9,1,1,2,F,0,0
6771,22,35,1-22-2017-035-09,9,1,1,45,R,15,L
6774,25,6,1-25-2017-006-06,6,1,1,3,F,20,R
6772,23,30,1-23-2017-030-09,9,2,1,3,T,0,N
6772,23,30,1-23-2017-030-09,9,1,1,3,F,0,0
6773,23,31,1-23-2017-031-03,3,1,1,15,L,3,F
6777,12,17,1-12-2017-017-06,6,1,1,31,R,31,F
6777,12,17,1-12-2017-017-06,6,2,1,31,R,31,L
6481,10,10,1-10-2017-010-02,2,4,2,31,R,2,B
6779,32,32,1-32-2017-032-03,3,1,1,14,R,4,F
6779,32,32,1-32-2017-032-03,3,2,1,14,R,4,L
6779,32,32,1-32-2017-032-03,3,3,2,4,F,0,0
6779,32,32,1-32-2017-032-03,3,4,2,4,T,0,0
6778,32,31,1-32-2017-031-07,7,1,1,9,9,2,L
6778,32,31,1-32-2017-031-07,7,2,2,2,F,0,0
6781,14,19,1-14-2017-019-02,2,1,1,4,L,78,F
6776,24,33,1-24-2017-033-09,9,1,1,2,F,60,L
6776,24,33,1-24-2017-033-09,9,2,1,2,F,20,F
6776,24,33,1-24-2017-033-09,9,3,3,20,F,0,0
6481,10,10,1-10-2017-010-02,2,3,3,2,F,31,B
6783,16,31,1-16-2017-031-09,9,1,1,4,L,3,F
6782,28,17,1-28-2017-017-06,6,1,1,2,F,60,B
6789,17,22,1-17-2017-022-05,5,1,1,2,F,0,0
6785,33,32,1-33-2017-032-03,3,1,1,4,R,14,F
6785,33,32,1-33-2017-032-03,3,2,1,4,R,14,L
6785,33,32,1-33-2017-032-03,3,3,2,14,F,30,F
6793,21,16,1-21-2017-016-09,9,1,1,2,L,14,F
6793,21,16,1-21-2017-016-09,9,2,1,2,L,14,R
6793,21,16,1-21-2017-016-09,9,3,1,2,F,5,L
6788,13,31,1-13-2017-031-07,7,1,1,2,F,31,B
6790,19,41,1-19-2017-041-01,1,2,1,15,F,0,0
6790,19,41,1-19-2017-041-01,1,1,1,15,U,0,0
6792,19,42,1-19-2017-042-03,3,1,1,4,L,3,F
6792,19,42,1-19-2017-042-03,3,2,1,4,F,0,0
6799,31,15,1-31-2017-015-03,3,1,1,31,R,31,R
