CASEID,PSU,CASENO,CASENUMBER,DAMPLANE,CATEGORY,VEHNO,DVLONG,DVLAT,DVTOTAL,CRASHTYPE,PREFHE,MODELYR,BODYTYPE,BODYCAT,SPEEDLIMIT,CRITEVENT,CRASHCONF,DRUGTEST,ALCTESTRESULT,ALCTESTSRC
27617,13,113,1-13-2022-113-04,F,4,2,999,999,999,69,0,2019,4,1,64,62,J,0,995,0
27618,11,74,1-11-2022-074-04,9,4,1,999,999,999,13,0,2020,14,3,89,87,C,0,995,0
27619,66,92,1-66-2022-092-03,F,3,1,999,999,999,3,1,2020,34,5,64,13,A,0,995,0
27620,66,93,1-66-2022-093-06,F,6,1,999,999,999,13,0,2016,14,3,97,87,C,0,995,0
27621,73,101,1-73-2022-101-09,F,9,1,999,999,999,7,1,2011,34,5,72,12,B,0,995,0
27622,73,102,1-73-2022-102-08,L,8,1,999,999,999,3,1,2002,34,5,89,13,A,0,995,0
27623,73,103,1-73-2022-103-06,F,6,1,-15,-3,15,2,1,2016,4,1,72,9,A,0,160,1
27624,33,33,1-33-2022-033-05,T,5,1,999,999,999,3,1,2016,4,1,89,13,A,2,135,2
27626,15,58,1-15-2022-058-03,F,3,1,999,999,999,6,1,2022,14,3,48,8,B,9,998,8
27627,20,199,1-20-2022-199-02,F,2,1,999,999,999,20,0,2007,15,3,89,50,D,0,997,8
27627,20,199,1-20-2022-199-02,B,2,2,999,999,999,21,0,2022,14,3,89,53,D,0,995,0
27627,20,199,1-20-2022-199-02,B,2,3,999,999,999,98,0,2022,14,3,89,53,M,0,995,0
27627,20,199,1-20-2022-199-02,B,2,4,999,999,999,98,0,2021,4,1,89,53,M,0,995,0
27628,20,200,1-20-2022-200-03,T,3,1,999,999,999,1,1,2022,4,1,89,13,A,0,995,0
27629,27,79,1-27-2022-079-08,F,8,1,-23,0,23,50,1,2012,4,1,64,10,G,0,995,0
27629,27,79,1-27-2022-079-08,F,8,2,-28,5,28,51,0,2003,14,3,64,62,G,0,995,0
27630,27,80,1-27-2022-080-04,F,4,1,999,999,999,98,1,2018,4,1,40,21,M,0,995,0
27630,27,80,1-27-2022-080-04,B,4,2,999,999,999,98,0,2016,61,8,40,62,M,0,995,0
27631,21,57,1-21-2022-057-02,F,2,1,999,999,999,28,0,2019,14,3,105,52,D,0,146,2
27631,21,57,1-21-2022-057-02,B,2,2,999,999,999,29,0,2011,66,8,105,53,D,0,995,0
27632,22,33,1-22-2022-033-09,F,9,1,-29,5,29,7,1,1990,4,1,40,12,B,0,995,0
27632,22,33,1-22-2022-033-09,F,9,2,999,999,999,99,99,2005,6,1,999,99,N,9,999,8
27633,29,34,1-29-2022-034-03,L,3,1,-18,15,24,7,1,2018,4,1,105,6,B,0,995,0
27635,15,59,1-15-2022-059-03,F,3,1,999,999,999,3,1,2019,14,3,64,60,A,0,995,0
27637,30,97,1-30-2022-097-03,F,3,1,-13,-5,13,83,0,2008,14,3,64,17,K,0,995,0
27637,30,97,1-30-2022-097-03,F,3,2,-17,10,19,82,0,2019,4,1,64,66,K,0,995,0
27638,30,96,1-30-2022-096-03,F,3,1,-37,0,37,25,0,2018,15,3,64,16,D,0,995,0
27638,30,96,1-30-2022-096-03,F,3,2,999,999,999,24,0,2004,4,1,64,51,D,0,995,0
27641,31,78,1-31-2022-078-07,F,7,1,999,999,999,13,0,2014,6,1,89,87,C,0,995,0
27642,31,79,1-31-2022-079-10,F,10,1,999,999,999,13,0,2005,4,1,89,87,C,0,995,0
27643,18,91,1-18-2022-091-04,F,4,1,999,999,999,13,0,2021,4,1,89,87,C,0,995,0
27645,48,35,1-48-2022-035-03,F,3,1,999,999,999,6,1,2021,4,1,72,12,B,1,995,0
27646,48,36,1-48-2022-036-04,L,4,1,999,999,999,89,0,2018,4,1,89,17,L,0,995,0
27646,48,36,1-48-2022-036-04,F,4,2,999,999,999,88,0,2021,15,3,80,66,L,0,995,0
27647,77,89,1-77-2022-089-04,R,4,1,-10,-12,16,68,0,2012,6,1,72,15,J,0,995,0
27647,77,89,1-77-2022-089-04,F,4,2,-13,2,14,69,0,2022,15,3,72,62,J,0,995,0
27648,77,90,1-77-2022-090-03,F,3,1,999,999,999,64,1,2004,3,1,24,10,I,0,995,0
27648,77,90,1-77-2022-090-03,L,3,2,999,999,999,65,0,2020,14,3,24,62,I,0,995,0
27648,77,90,1-77-2022-090-03,L,3,3,999,999,999,98,0,2020,4,1,24,62,M,0,995,0
27649,54,84,1-54-2022-084-09,F,9,1,999,999,999,1,1,2010,14,3,64,13,A,0,995,0
27650,54,85,1-54-2022-085-07,L,7,1,0,45,45,89,0,2010,14,3,64,17,L,2,0,2
27650,54,85,1-54-2022-085-07,F,7,2,-29,-17,33,88,0,2015,34,5,105,66,L,0,995,0
27651,59,81,1-59-2022-081-07,F,7,1,999,999,999,7,1,2013,4,1,105,1,B,0,995,0
27652,59,82,1-59-2022-082-03,F,3,1,-11,4,11,86,0,2010,4,1,56,17,L,0,995,0
27652,59,82,1-59-2022-082-03,R,3,2,-3,-7,7,87,0,2019,21,4,56,66,L,0,995,0
27653,59,83,1-59-2022-083-06,F,6,1,-17,3,18,82,0,2016,5,1,48,15,K,2,0,2
27653,59,83,1-59-2022-083-06,F,6,2,-9,-3,10,83,0,2006,34,5,48,67,K,0,995,0
27655,17,109,1-17-2022-109-09,F,9,1,999,999,999,20,0,2006,15,3,64,50,D,0,995,0
27655,17,109,1-17-2022-109-09,B,9,2,999,999,999,21,0,2014,14,3,64,53,D,0,995,0
27656,17,110,1-17-2022-110-07,F,7,1,999,999,999,13,0,2015,14,3,89,87,C,0,995,0
27657,12,61,1-12-2022-061-03,F,3,1,999,999,999,2,1,2019,4,1,105,6,A,0,995,0
27658,12,62,1-12-2022-062-09,F,9,1,-27,0,27,20,0,2003,14,3,89,50,D,0,995,0
27658,12,62,1-12-2022-062-09,B,9,2,32,0,32,21,0,2013,6,1,89,53,D,0,995,0
27664,11,76,1-11-2022-076-04,F,4,1,999,999,999,78,0,2015,14,3,56,16,K,0,995,0
27664,11,76,1-11-2022-076-04,R,4,2,999,999,999,79,0,2018,4,1,56,65,K,0,995,0
27665,11,77,1-11-2022-077-06,L,6,1,-7,19,20,82,0,2017,5,1,89,15,K,0,995,0
27665,11,77,1-11-2022-077-06,F,6,2,-14,-5,15,83,0,2007,4,1,89,67,K,0,995,0
27666,52,152,1-52-2022-152-09,L,9,1,0,9,9,78,0,2007,4,1,56,16,K,0,995,0
27666,52,152,1-52-2022-152-09,F,9,2,-11,-6,13,79,0,2010,4,1,56,70,K,0,995,0
27667,52,153,1-52-2022-153-05,L,5,1,-5,31,31,89,0,2006,4,1,40,17,L,0,995,0
27667,52,153,1-52-2022-153-05,F,5,2,-30,-5,31,88,0,2013,14,3,80,66,L,0,995,0
27668,14,84,1-14-2022-084-07,L,7,1,999,999,999,78,0,2014,15,3,72,16,K,0,995,0
27668,14,84,1-14-2022-084-07,F,7,2,999,999,999,79,0,2016,4,1,72,70,K,0,995,0
27669,14,85,1-14-2022-085-02,B,2,1,26,5,26,13,0,2021,14,3,105,87,C,0,995,0
27669,14,85,1-14-2022-085-02,F,2,2,-28,0,28,98,0,2021,15,3,105,50,M,0,995,0
27669,14,85,1-14-2022-085-02,F,2,3,999,999,999,98,0,2020,34,5,105,51,M,0,995,0
27670,25,100,1-25-2022-100-01,F,1,1,999,999,999,6,1,2002,34,5,72,12,B,0,995,0
27671,25,101,1-25-2022-101-09,F,9,1,999,999,999,20,0,2012,4,1,89,50,D,0,995,0
27671,25,101,1-25-2022-101-09,B,9,2,999,999,999,22,0,2004,34,5,89,53,D,0,995,0
27672,25,102,1-25-2022-102-04,F,4,1,999,999,999,13,0,2021,34,5,97,87,C,0,995,0
27673,10,166,1-10-2022-166-03,F,3,1,-14,2,14,69,0,2023,15,3,72,17,J,0,995,0
27673,10,166,1-10-2022-166-03,R,3,2,-15,-18,24,68,0,2020,14,3,72,63,J,0,995,0
27674,10,167,1-10-2022-167-03,R,3,1,999,999,999,87,0,2017,61,8,999,17,L,0,995,0
27674,10,167,1-10-2022-167-03,F,3,2,999,999,999,86,0,2019,5,1,999,66,L,0,995,0
27675,66,94,1-66-2022-094-03,F,3,1,999,999,999,13,0,2021,14,3,113,87,C,0,995,0
27676,16,99,1-16-2022-099-02,F,2,1,999,999,999,7,1,2018,4,1,40,6,B,9,998,8
27677,16,100,1-16-2022-100-02,F,2,1,999,999,999,1,1,2018,14,3,72,13,A,2,0,2
27678,28,88,1-28-2022-088-10,T,10,1,999,999,999,7,1,1998,4,1,40,6,B,0,995,0
27679,28,89,1-28-2022-089-07,F,7,1,999,999,999,13,0,2014,14,3,72,87,C,0,995,0
27680,32,64,1-32-2022-064-02,F,2,1,-23,0,23,32,1,2018,5,1,97,8,D,2,61,2
27680,32,64,1-32-2022-064-02,B,2,2,13,-5,13,32,0,2017,34,5,97,53,D,0,995,0
27681,13,114,1-13-2022-114-03,F,3,1,-14,0,14,6,1,2022,14,3,48,12,B,1,0,2
27682,13,115,1-13-2022-115-06,F,6,1,-18,0,18,32,1,2014,5,1,64,52,D,0,995,0
27682,13,115,1-13-2022-115-06,B,6,2,13,0,13,32,1,2013,14,3,64,53,D,0,995,0
27683,27,81,1-27-2022-081-03,L,3,1,2,3,4,47,1,2020,34,5,64,10,F,0,995,0
27683,27,81,1-27-2022-081-03,F,3,2,-3,-3,4,45,0,2008,14,3,64,60,F,0,995,0
27684,27,82,1-27-2022-082-06,F,6,1,-35,-6,36,1,1,2015,14,3,56,13,A,1,0,2
27685,19,154,1-19-2022-154-06,F,6,1,-19,0,19,20,0,2015,4,1,72,50,D,0,995,0
27685,19,154,1-19-2022-154-06,B,6,2,19,0,19,21,0,2002,34,5,72,53,D,0,995,0
27686,23,41,1-23-2022-041-02,B,2,1,999,999,999,21,0,2021,14,3,89,53,D,0,995,0
27686,23,41,1-23-2022-041-02,F,2,2,999,999,999,20,0,2020,66,8,89,50,D,0,995,0
27687,19,153,1-19-2022-153-06,F,6,1,-9,3,10,68,0,2021,4,1,56,15,J,0,995,0
27687,19,153,1-19-2022-153-06,F,6,2,999,999,999,69,0,2010,4,1,56,62,J,0,995,0
27687,19,153,1-19-2022-153-06,F,6,3,-11,2,12,98,0,2015,4,1,56,67,M,0,995,0
27688,31,80,1-31-2022-080-04,F,4,1,999,999,999,13,0,2022,34,5,89,87,C,0,995,0
27689,31,81,1-31-2022-081-03,B,3,1,29,-5,29,2,1,2018,4,1,89,13,A,0,995,0
27690,73,104,1-73-2022-104-08,R,8,1,999,999,999,70,1,2008,4,1,80,16,J,0,995,0
27690,73,104,1-73-2022-104-08,F,8,2,999,999,999,71,0,2002,21,4,80,60,J,0,995,0
27694,18,92,1-18-2022-092-04,F,4,1,-17,0,17,28,0,2019,14,3,89,52,D,0,995,0
27694,18,92,1-18-2022-092-04,B,4,2,16,0,16,29,0,2017,14,3,89,53,D,0,995,0
27695,18,93,1-18-2022-093-08,T,8,1,999,999,999,6,1,2007,20,4,113,12,B,1,0,2
27696,15,60,1-15-2022-060-03,R,3,1,999,999,999,68,0,2015,4,1,64,15,J,9,998,8
27696,15,60,1-15-2022-060-03,F,3,2,999,999,999,69,0,2018,4,1,64,62,J,9,998,8
27697,20,201,1-20-2022-201-05,F,5,1,999,999,999,6,1,2017,14,3,89,12,B,0,997,8
27698,20,202,1-20-2022-202-04,F,4,1,999,999,999,7,1,2018,4,1,105,6,B,0,995,0
27699,20,203,1-20-2022-203-02,L,2,1,-15,18,24,82,0,2020,4,1,72,15,K,0,995,0
27699,20,203,1-20-2022-203-02,F,2,2,-25,0,25,83,0,2005,4,1,72,67,K,0,995,0
27701,22,34,1-22-2022-034-02,L,2,1,999,999,999,6,1,2018,14,3,80,12,B,0,0,2
27702,22,35,1-22-2022-035-09,L,9,1,999,999,999,89,0,2000,4,1,40,17,L,0,995,0
27702,22,35,1-22-2022-035-09,F,9,2,999,999,999,88,0,2009,61,8,40,66,L,0,995,0
27704,30,98,1-30-2022-098-02,F,2,1,999,999,999,20,0,2013,4,1,105,50,D,0,995,0
27704,30,98,1-30-2022-098-02,B,2,2,999,999,999,21,0,2021,14,3,105,53,D,0,995,0
27704,30,98,1-30-2022-098-02,B,2,3,999,999,999,98,0,2020,14,3,105,50,M,0,995,0
27705,30,99,1-30-2022-099-06,F,6,1,999,999,999,6,1,2016,4,1,56,12,B,0,995,0
27706,21,58,1-21-2022-058-09,F,9,1,-33,-6,33,20,1,2009,4,1,64,50,D,0,995,0
27706,21,58,1-21-2022-058-09,B,9,2,37,7,38,21,0,2008,2,1,64,53,D,0,995,0
27707,76,86,1-76-2022-086-07,F,7,1,999,999,999,13,0,2013,4,1,89,87,C,9,998,8
27711,26,99,1-26-2022-099-06,F,6,1,999,999,999,11,1,2017,4,1,40,12,C,0,995,0
27711,26,99,1-26-2022-099-06,F,6,2,999,999,999,99,99,2001,15,3,999,99,N,9,999,8
27712,26,100,1-26-2022-100-02,F,2,1,999,999,999,83,0,2022,34,5,89,17,K,0,995,0
27712,26,100,1-26-2022-100-02,L,2,2,999,999,999,82,0,2019,63,8,40,66,K,0,995,0
27713,29,35,1-29-2022-035-10,L,10,1,999,999,999,8,1,2008,2,1,105,87,B,9,995,0
27714,11,78,1-11-2022-078-03,F,3,1,999,999,999,3,1,2019,14,3,64,13,A,0,995,0
27715,20,205,1-20-2022-205-03,F,3,1,999,999,999,13,0,2020,4,1,89,87,C,0,995,0
27716,73,107,1-73-2022-107-03,F,3,1,999,999,999,50,1,2013,14,3,80,10,G,1,995,0
27716,73,107,1-73-2022-107-03,F,3,2,999,999,999,51,0,2022,14,3,80,62,G,0,995,0
27716,73,107,1-73-2022-107-03,F,3,3,999,999,999,98,0,2016,14,3,80,62,M,0,995,0
27717,73,108,1-73-2022-108-10,F,10,1,999,999,999,13,0,2007,14,3,89,87,C,0,995,0
27718,17,111,1-17-2022-111-03,F,3,1,999,999,999,6,1,2019,34,5,64,8,B,0,995,0
27719,33,35,1-33-2022-035-03,L,3,1,999,999,999,3,1,2016,34,5,56,13,A,0,995,0
27719,33,35,1-33-2022-035-03,T,3,2,999,999,999,98,0,2018,6,1,89,62,M,0,995,0
27720,48,37,1-48-2022-037-03,F,3,1,-20,-4,21,83,0,2018,4,1,48,17,K,0,995,0
27720,48,37,1-48-2022-037-03,L,3,2,-5,15,16,82,0,2004,14,3,48,66,K,0,995,0
27721,77,91,1-77-2022-091-05,F,5,1,-53,0,53,1,1,2014,4,1,105,13,A,2,192,2
27722,77,92,1-77-2022-092-02,L,2,1,-10,6,12,98,0,2018,4,1,56,21,M,0,995,0
27722,77,92,1-77-2022-092-02,F,2,2,-5,-8,9,98,0,2001,14,3,56,64,M,0,995,0
27723,54,86,1-54-2022-086-01,F,1,1,999,999,999,50,1,2009,4,1,64,10,G,1,237,7
27723,54,86,1-54-2022-086-01,F,1,2,999,999,999,51,0,2013,4,1,64,62,G,0,995,0
27724,54,87,1-54-2022-087-03,L,3,1,999,999,999,98,0,2019,15,3,105,87,M,0,995,0
27725,59,84,1-59-2022-084-04,9,4,1,999,999,999,68,0,2014,34,5,56,15,J,0,995,0
27725,59,84,1-59-2022-084-04,F,4,2,999,999,999,69,0,2022,4,1,56,62,J,0,995,0
27725,59,84,1-59-2022-084-04,F,4,3,999,999,999,98,0,2013,4,1,48,65,M,0,995,0
27726,59,85,1-59-2022-085-06,F,6,1,999,999,999,2,1,2013,4,1,89,6,A,0,0,2
27727,59,86,1-59-2022-086-07,F,7,1,999,999,999,69,0,2021,34,5,48,62,J,0,995,0
27727,59,86,1-59-2022-086-07,R,7,2,999,999,999,68,0,2014,4,1,48,15,J,0,995,0
27728,12,63,1-12-2022-063-03,F,3,1,999,999,999,64,1,2019,15,3,105,10,I,0,995,0
27728,12,63,1-12-2022-063-03,L,3,2,999,999,999,65,0,2020,66,8,105,62,I,0,995,0
27729,12,64,1-12-2022-064-07,F,7,1,999,999,999,6,1,2017,14,3,64,12,B,0,359,2
27730,17,112,1-17-2022-112-04,F,4,1,999,999,999,13,0,2020,15,3,113,87,C,0,995,0
27731,17,113,1-17-2022-113-04,L,4,1,2,4,5,72,1,2021,5,1,48,10,J,0,995,0
27731,17,113,1-17-2022-113-04,F,4,2,-3,-2,4,73,0,2015,4,1,48,61,J,0,995,0
27732,17,114,1-17-2022-114-04,F,4,1,999,999,999,13,0,2018,14,3,89,87,C,0,995,0
27733,33,36,1-33-2022-036-09,F,9,1,999,999,999,1,1,2007,3,1,80,13,A,2,283,2
27734,11,79,1-11-2022-079-04,F,4,1,-13,2,13,83,0,2021,4,1,72,17,K,0,995,0
27734,11,79,1-11-2022-079-04,L,4,2,-3,9,9,82,0,2018,15,3,72,66,K,0,995,0
27734,11,79,1-11-2022-079-04,L,4,3,999,999,999,98,0,2014,34,5,72,60,M,0,995,0
27735,11,80,1-11-2022-080-03,L,3,1,-4,10,11,82,0,1999,4,1,40,15,K,0,995,0
27735,11,80,1-11-2022-080-03,F,3,2,-5,-4,7,83,1,2022,15,3,72,65,K,0,995,0
27736,52,154,1-52-2022-154-09,R,9,1,-17,-10,20,68,0,2005,14,3,40,15,J,0,995,0
27736,52,154,1-52-2022-154-09,F,9,2,-23,8,25,69,0,2006,4,1,40,62,J,0,995,0
27737,52,155,1-52-2022-155-06,F,6,1,-21,25,33,86,0,2004,6,1,40,17,L,0,995,0
27737,52,155,1-52-2022-155-06,R,6,2,-15,-13,20,87,0,2013,34,5,40,66,L,0,995,0
27738,24,117,1-24-2022-117-04,L,4,1,999,999,999,47,1,9999,9,1,40,10,F,0,995,0
27738,24,117,1-24-2022-117-04,R,4,2,999,999,999,45,0,2019,34,5,40,60,F,0,995,0
27739,24,118,1-24-2022-118-07,F,7,1,999,999,999,68,0,2017,21,4,72,15,J,0,995,0
27739,24,118,1-24-2022-118-07,L,7,2,999,999,999,69,0,2017,5,1,72,62,J,0,995,0
27740,23,42,1-23-2022-042-03,F,3,1,999,999,999,20,0,2011,4,1,72,50,D,0,995,0
27740,23,42,1-23-2022-042-03,F,3,2,999,999,999,21,0,2019,4,1,72,53,D,0,995,0
27740,23,42,1-23-2022-042-03,B,3,3,999,999,999,98,0,2015,6,1,72,53,M,0,995,0
27741,25,103,1-25-2022-103-07,F,7,1,-13,23,26,86,0,2015,14,3,40,66,L,0,995,0
27741,25,103,1-25-2022-103-07,R,7,2,-29,-17,33,87,0,2004,6,1,40,17,L,0,995,0
27742,25,104,1-25-2022-104-10,F,10,1,999,999,999,20,0,2006,14,3,40,50,D,0,240,1
27742,25,104,1-25-2022-104-10,B,10,2,999,999,999,21,0,2018,6,1,40,53,D,0,995,0
27743,16,101,1-16-2022-101-02,F,2,1,-48,0,48,50,1,2021,21,4,48,10,G,0,995,0
27743,16,101,1-16-2022-101-02,F,2,2,-54,-20,58,51,0,2019,4,1,48,62,G,2,100,2
27744,16,102,1-16-2022-102-02,F,2,1,-25,0,25,11,1,2018,4,1,40,12,C,0,275,2
27744,16,102,1-16-2022-102-02,F,2,2,999,999,999,99,99,1993,34,5,999,99,N,9,999,8
27747,66,96,1-66-2022-096-10,L,10,1,999,999,999,2,1,2012,4,1,56,6,A,9,998,8
27748,14,86,1-14-2022-086-05,F,5,1,999,999,999,1,1,2015,4,1,56,13,A,0,995,0
27749,14,87,1-14-2022-087-04,F,4,1,999,999,999,1,1,2020,15,3,56,13,A,0,995,0
27750,10,168,1-10-2022-168-01,T,1,1,999,999,999,1,1,2001,14,3,105,13,A,0,995,0
27751,10,169,1-10-2022-169-01,F,1,1,999,999,999,50,1,2010,6,1,89,10,G,3,224,1
27751,10,169,1-10-2022-169-01,F,1,2,999,999,999,51,0,2008,9,1,89,62,G,0,995,0
27752,32,65,1-32-2022-065-09,R,9,1,999,999,999,87,0,2010,4,1,80,17,L,0,995,0
27752,32,65,1-32-2022-065-09,F,9,2,999,999,999,86,0,2012,28,4,80,17,L,0,995,0
27753,28,90,1-28-2022-090-03,F,3,1,999,999,999,1,1,2019,34,5,56,13,A,0,995,0
27754,28,91,1-28-2022-091-04,F,4,1,999,999,999,13,0,2019,14,3,64,87,C,0,995,0
27755,73,109,1-73-2022-109-01,F,1,1,999,999,999,6,1,2017,34,5,80,12,B,2,0,1
27756,73,110,1-73-2022-110-01,T,1,1,999,999,999,1,1,2005,14,3,72,13,A,0,995,0
27757,73,111,1-73-2022-111-06,L,6,1,-4,21,21,2,1,2017,14,3,89,6,A,0,995,0
27758,27,83,1-27-2022-083-07,R,7,1,-6,-17,18,87,0,2015,14,3,48,17,L,0,995,0
27758,27,83,1-27-2022-083-07,F,7,2,-13,5,13,86,0,2007,20,4,48,66,L,0,995,0
27759,27,84,1-27-2022-084-03,F,3,1,999,999,999,87,0,2015,34,5,48,17,L,0,995,0
27759,27,84,1-27-2022-084-03,F,3,2,999,999,999,86,0,2019,15,3,56,66,L,0,995,0
27761,18,95,1-18-2022-095-03,R,3,1,-1,-5,5,64,1,2005,14,3,48,5,I,0,995,0
27761,18,95,1-18-2022-095-03,L,3,2,-7,3,8,65,0,2018,4,1,48,62,I,0,995,0
27761,18,95,1-18-2022-095-03,F,3,3,999,999,999,98,0,2014,15,3,48,62,M,0,995,0
27762,15,61,1-15-2022-061-04,R,4,1,-4,-11,12,87,0,2018,20,4,48,17,L,9,998,8
27762,15,61,1-15-2022-061-04,F,4,2,-10,4,11,86,0,2009,20,4,48,17,L,9,998,8
27763,26,101,1-26-2022-101-05,F,5,1,999,999,999,1,1,2015,4,1,72,13,A,9,997,8
27764,26,102,1-26-2022-102-02,B,2,1,999,999,999,98,0,2018,6,1,105,53,M,0,995,0
27764,26,102,1-26-2022-102-02,F,2,2,-33,0,33,98,0,2019,14,3,105,50,M,2,0,2
27764,26,102,1-26-2022-102-02,B,2,3,39,0,39,21,0,2002,20,4,105,53,D,0,995,0
27764,26,102,1-26-2022-102-02,F,2,4,-50,0,50,20,0,2016,14,3,105,50,D,0,995,0
27765,18,96,1-18-2022-096-06,F,6,1,-16,-9,19,88,0,2008,15,3,56,17,L,0,995,0
27765,18,96,1-18-2022-096-06,L,6,2,-23,19,30,89,0,2016,6,1,72,66,L,0,995,0
27767,21,59,1-21-2022-059-03,F,3,1,-14,2,14,69,0,2018,4,1,56,62,J,0,995,0
27767,21,59,1-21-2022-059-03,R,3,2,-3,-8,8,68,0,2018,14,3,56,15,J,0,995,0
27768,29,36,1-29-2022-036-07,F,7,1,999,999,999,20,0,1999,3,1,56,50,D,0,995,0
27768,29,36,1-29-2022-036-07,B,7,2,999,999,999,21,0,2021,14,3,56,53,D,0,995,0
27768,29,36,1-29-2022-036-07,F,7,3,999,999,999,98,0,2016,4,1,56,56,M,0,995,0
27769,29,37,1-29-2022-037-03,R,3,1,-6,-8,10,87,0,2017,21,4,48,17,L,0,995,0
27769,29,37,1-29-2022-037-03,F,3,2,-12,10,16,86,0,2022,14,3,48,66,L,0,995,0
27771,20,207,1-20-2022-207-07,F,7,1,999,999,999,3,1,2017,20,4,105,87,A,0,995,0
27772,20,208,1-20-2022-208-03,L,3,1,999,999,999,47,1,2019,15,3,56,10,F,0,995,0
27772,20,208,1-20-2022-208-03,R,3,2,999,999,999,45,0,2019,34,5,56,61,F,0,995,0
27773,20,209,1-20-2022-209-06,F,6,1,999,999,999,13,0,2017,4,1,89,87,C,0,995,0
27774,31,82,1-31-2022-082-08,F,8,1,999,999,999,13,0,2012,4,1,89,87,C,1,0,2
27775,31,83,1-31-2022-083-04,F,4,1,999,999,999,13,0,2018,15,3,89,87,C,0,995,0
27777,76,88,1-76-2022-088-08,L,8,1,999,999,999,82,0,2007,4,1,89,15,K,2,0,2
27777,76,88,1-76-2022-088-08,F,8,2,999,999,999,83,0,2011,6,1,89,67,K,9,998,8
27778,30,100,1-30-2022-100-03,F,3,1,-19,-3,19,77,0,2013,4,1,64,70,K,0,995,0
27778,30,100,1-30-2022-100-03,R,3,2,10,-9,13,76,0,2021,20,4,64,15,K,0,995,0
27779,66,97,1-66-2022-097-07,F,7,1,999,999,999,13,0,2016,34,5,89,87,C,0,995,0
27780,48,38,1-48-2022-038-03,T,3,1,999,999,999,2,1,2018,34,5,129,13,A,0,995,0
27781,77,93,1-77-2022-093-04,T,4,1,999,999,999,1,1,2019,14,3,89,13,A,0,995,0
27781,77,93,1-77-2022-093-04,F,4,2,999,999,999,98,0,1993,34,5,89,52,M,0,995,0
27782,77,94,1-77-2022-094-05,F,5,1,999,999,999,14,0,2015,4,1,56,14,C,0,0,2
27783,54,88,1-54-2022-088-08,R,8,1,0,-47,47,87,0,2011,4,1,56,17,L,0,995,0
27783,54,88,1-54-2022-088-08,F,8,2,-40,-7,40,86,0,2005,34,5,105,66,L,0,995,0
27784,54,89,1-54-2022-089-05,R,5,1,-33,-57,66,87,0,2007,34,5,72,17,L,0,995,0
27784,54,89,1-54-2022-089-05,F,5,2,-38,14,40,86,1,2014,34,5,105,66,L,0,995,0
27785,17,115,1-17-2022-115-04,F,4,1,-20,7,22,86,0,2020,14,3,48,66,L,0,995,0
27785,17,115,1-17-2022-115-04,R,4,2,-9,-24,25,87,0,2014,4,1,48,17,L,0,995,0
27786,17,116,1-17-2022-116-06,F,6,1,-13,2,13,6,1,2015,4,1,48,12,B,0,995,0
27787,17,117,1-17-2022-117-07,F,7,1,999,999,999,13,0,2013,15,3,89,87,C,0,995,0
27788,12,65,1-12-2022-065-03,R,3,1,999,999,999,87,0,2018,34,5,89,17,L,0,995,0
27788,12,65,1-12-2022-065-03,F,3,2,999,999,999,86,0,2008,34,5,89,66,L,0,995,0
27789,12,66,1-12-2022-066-03,F,3,1,999,999,999,13,0,2018,14,3,121,87,C,0,995,0
27791,59,88,1-59-2022-088-04,F,4,1,999,999,999,13,0,2019,14,3,97,87,C,0,995,0
27793,19,155,1-19-2022-155-08,L,8,1,-17,10,20,6,1,2008,34,5,56,6,B,0,995,0
27794,19,156,1-19-2022-156-03,L,3,1,-12,20,23,82,0,2019,4,1,56,15,K,0,995,0
27794,19,156,1-19-2022-156-03,F,3,2,-18,0,18,83,0,2004,14,3,56,72,K,0,995,0
27794,19,156,1-19-2022-156-03,L,3,3,999,999,999,98,0,2009,14,3,56,72,M,0,995,0
27795,11,81,1-11-2022-081-08,T,8,1,999,999,999,8,1,2006,4,1,40,12,B,2,0,2
27796,11,82,1-11-2022-082-01,F,1,1,-58,0,58,1,1,2013,15,3,89,13,A,2,47,3
27798,24,119,1-24-2022-119-02,F,2,1,999,999,999,2,1,2019,4,1,72,6,A,0,995,0
27799,24,120,1-24-2022-120-05,F,5,1,999,999,999,6,1,2016,14,3,80,12,B,0,100,1
27800,14,88,1-14-2022-088-07,F,7,1,999,999,999,20,0,2003,34,5,89,50,D,0,995,0
27800,14,88,1-14-2022-088-07,B,7,2,999,999,999,22,0,2016,15,3,89,53,D,0,995,0
27800,14,88,1-14-2022-088-07,L,7,3,999,999,999,98,0,2014,34,5,89,62,M,0,995,0
27801,14,89,1-14-2022-089-02,F,2,1,-50,0,50,20,0,2020,14,3,72,50,D,0,995,0
27801,14,89,1-14-2022-089-02,B,2,2,44,0,44,21,0,2021,15,3,72,53,D,0,995,0
27801,14,89,1-14-2022-089-02,B,2,3,999,999,999,98,0,2017,14,3,72,51,M,0,995,0
27801,14,89,1-14-2022-089-02,B,2,4,999,999,999,98,0,2002,4,1,72,51,M,0,995,0
27801,14,89,1-14-2022-089-02,B,2,5,999,999,999,98,0,2018,34,5,72,51,M,0,995,0
27803,13,117,1-13-2022-117-03,F,3,1,-10,4,11,86,0,2015,14,3,48,17,L,0,995,0
27803,13,117,1-13-2022-117-03,R,3,2,-3,-7,7,87,0,2019,34,5,72,17,L,0,995,0
