CASEID,PSU,CASENO,CASENUMBER,DAMPLANE,CATEGORY,VEHNO,DVLONG,DVLAT,DVTOTAL,CRASHTYPE,PREFHE,MODELYR,BODYTYPE,BODYCAT,SPEEDLIMIT,CRITEVENT,CRASHCONF,DRUGTEST,ALCTESTRESULT,ALCTESTSRC
9330,23,14,1-23-2018-014-09,R,9,1,-15,-3,16,7,1,2003,4,1,113,5,B,0,995,0
9331,23,15,1-23-2018-015-04,L,4,1,0,28,28,77,0,1999,6,1,89,65,K,0,995,0
9331,23,15,1-23-2018-015-04,F,4,2,-15,-3,15,76,0,2017,15,3,89,15,K,0,995,0
9332,23,16,1-23-2018-016-09,9,9,1,999,999,999,1,1,2007,4,1,89,13,A,0,240,1
9333,52,5,1-52-2018-005-09,T,9,1,999,999,999,2,1,2001,34,5,56,5,A,0,133,2
9334,10,10,1-10-2018-010-03,F,3,1,-17,-3,17,83,0,2014,14,3,56,67,K,0,995,0
9334,10,10,1-10-2018-010-03,L,3,2,-11,18,21,82,0,2016,4,1,56,15,K,0,995,0
9335,59,10,1-59-2018-010-05,F,5,1,-15,0,15,2,1,2012,6,1,48,5,A,0,995,0
9337,12,9,1-12-2018-009-04,L,4,1,999,999,999,89,0,2018,4,1,56,66,L,0,995,0
9337,12,9,1-12-2018-009-04,F,4,2,999,999,999,88,0,2013,28,4,56,66,L,0,995,0
9339,32,18,1-32-2018-018-02,F,2,1,-10,-12,15,68,0,2003,4,1,64,15,J,0,995,0
9339,32,18,1-32-2018-018-02,F,2,2,-17,0,17,69,0,2017,4,1,64,62,J,0,995,0
9340,32,19,1-32-2018-019-01,F,1,1,-16,0,16,7,1,2004,14,3,64,12,B,2,0,3
9342,14,6,1-14-2018-006-05,F,5,1,999,999,999,79,0,2012,4,1,72,71,K,0,995,0
9342,14,6,1-14-2018-006-05,L,5,2,999,999,999,78,0,2008,34,5,72,16,K,0,995,0
9342,14,6,1-14-2018-006-05,B,5,3,999,999,999,98,0,2009,4,1,72,61,M,0,995,0
9343,25,7,1-25-2018-007-07,F,7,1,999,999,999,20,0,2011,4,1,56,50,D,0,995,0
9343,25,7,1-25-2018-007-07,B,7,2,999,999,999,21,0,2003,10,2,56,52,D,0,995,0
9344,19,14,1-19-2018-014-05,T,5,1,999,999,999,1,1,2009,4,1,56,13,A,0,995,0
9345,66,5,1-66-2018-005-01,F,1,1,999,999,999,50,1,2010,4,1,89,10,G,0,995,0
9345,66,5,1-66-2018-005-01,F,1,2,999,999,999,51,0,2002,60,8,89,62,G,9,998,8
9346,16,12,1-16-2018-012-03,R,3,1,11,-20,23,76,0,2010,4,1,40,15,K,0,995,0
9346,16,12,1-16-2018-012-03,F,3,2,-19,7,20,77,0,2014,4,1,48,65,K,0,995,0
9347,16,13,1-16-2018-013-08,B,8,1,21,-4,22,32,8,1994,4,1,40,53,D,8,887,6
9347,16,13,1-16-2018-013-08,F,8,2,-33,-6,33,32,0,2002,4,1,40,50,D,0,995,0
9349,13,16,1-13-2018-016-06,R,6,1,-3,-20,20,87,0,2010,4,1,72,17,L,0,995,0
9349,13,16,1-13-2018-016-06,F,6,2,-15,3,15,86,0,2010,4,1,72,66,L,0,995,0
9350,13,17,1-13-2018-017-06,L,6,1,999,999,999,1,1,2013,15,3,999,13,A,0,995,0
9351,13,18,1-13-2018-018-06,T,6,1,999,999,999,7,1,2010,34,5,64,6,B,0,995,0
9354,26,12,1-26-2018-012-04,F,4,1,999,999,999,20,0,2016,4,1,40,50,D,9,998,8
9354,26,12,1-26-2018-012-04,B,4,2,999,999,999,99,99,2005,14,3,999,99,N,9,999,8
9355,28,7,1-28-2018-007-06,B,6,1,13,0,13,92,0,2007,14,3,64,20,M,0,995,0
9355,28,7,1-28-2018-007-06,F,6,2,-13,0,13,93,0,2011,20,4,64,54,M,0,995,0
9356,28,8,1-28-2018-008-06,F,6,1,999,999,999,64,1,2013,14,3,89,10,I,0,995,0
9356,28,8,1-28-2018-008-06,L,6,2,999,999,999,65,0,2005,20,4,89,54,I,0,995,0
9357,27,7,1-27-2018-007-03,F,3,1,-15,-3,16,2,1,2014,15,3,48,5,A,9,995,0
9357,27,7,1-27-2018-007-03,F,3,2,-14,2,14,98,0,2001,34,5,48,62,M,9,995,0
9358,27,8,1-27-2018-008-03,F,3,1,-16,3,16,58,1,2010,4,1,56,67,H,0,995,0
9358,27,8,1-27-2018-008-03,F,3,2,-15,8,17,59,0,2014,4,1,56,62,H,0,995,0
9360,17,14,1-17-2018-014-10,F,10,1,-13,2,13,2,1,2001,4,1,48,5,A,0,995,0
9361,17,15,1-17-2018-015-10,L,10,1,999,999,999,1,1,2007,4,1,48,11,A,9,998,8
9362,17,16,1-17-2018-016-08,T,8,1,999,999,999,2,1,2007,15,3,89,6,A,2,239,2
9363,29,9,1-29-2018-009-09,F,9,1,-20,0,20,2,1,2007,2,1,48,6,A,0,995,0
9364,31,5,1-31-2018-005-02,R,2,1,-33,-12,36,68,0,2003,34,5,89,15,J,0,995,0
9364,31,5,1-31-2018-005-02,F,2,2,-20,12,23,69,0,2014,34,5,89,62,J,0,995,0
9366,30,11,1-30-2018-011-06,F,6,1,-14,0,14,20,0,2010,4,1,105,50,D,9,998,8
9366,30,11,1-30-2018-011-06,B,6,2,15,0,15,21,0,2017,5,1,105,53,D,0,995,0
9366,30,11,1-30-2018-011-06,B,6,3,12,0,12,98,0,2011,14,3,105,53,M,0,995,0
9367,22,8,1-22-2018-008-03,F,3,1,999,999,999,1,1,2014,34,5,105,13,A,0,995,0
9368,18,8,1-18-2018-008-02,R,2,1,-16,-20,26,76,0,2016,4,1,56,15,K,0,995,0
9368,18,8,1-18-2018-008-02,F,2,2,-8,10,13,77,0,2004,34,5,72,65,K,0,995,0
9369,33,12,1-33-2018-012-05,F,5,1,-18,-3,19,88,1,1999,4,1,56,17,L,0,998,8
9369,33,12,1-33-2018-012-05,L,5,2,-5,13,14,89,0,2012,20,4,40,66,L,0,995,0
9370,33,13,1-33-2018-013-09,F,9,1,999,999,999,1,1,1992,4,1,56,13,A,2,0,2
9373,15,13,1-15-2018-013-03,R,3,1,999,999,999,68,0,2017,4,1,56,15,J,0,995,0
9373,15,13,1-15-2018-013-03,F,3,2,999,999,999,69,0,2016,4,1,56,62,J,0,995,0
9374,15,14,1-15-2018-014-03,R,3,1,-2,-9,9,68,0,2011,6,1,48,15,J,0,995,0
9374,15,14,1-15-2018-014-03,F,3,2,-11,0,11,69,0,2017,4,1,48,62,J,0,995,0
9375,30,12,1-30-2018-012-02,F,2,1,-57,0,57,28,0,2007,14,3,105,52,D,0,995,0
9375,30,12,1-30-2018-012-02,B,2,2,64,0,64,29,0,2014,14,3,105,53,D,0,995,0
9376,20,13,1-20-2018-013-02,F,2,1,-11,4,12,6,1,2014,4,1,105,12,B,0,997,8
9376,20,13,1-20-2018-013-02,F,2,2,999,999,999,98,0,2001,5,1,105,60,M,0,995,0
9377,20,14,1-20-2018-014-09,T,9,1,999,999,999,1,1,2007,4,1,105,13,A,1,14,2
9378,20,15,1-20-2018-015-01,F,1,1,-55,0,55,50,1,1990,6,1,89,10,G,1,0,4
9378,20,15,1-20-2018-015-01,F,1,2,-37,0,37,51,0,2014,4,1,89,62,G,1,15,2
9379,33,14,1-33-2018-014-10,R,10,1,-8,-7,10,87,0,2000,4,1,40,17,L,0,998,8
9379,33,14,1-33-2018-014-10,F,10,2,-5,6,7,86,0,2007,4,1,40,66,L,0,995,0
9380,21,11,1-21-2018-011-02,F,2,1,999,999,999,45,1,2016,4,1,105,10,F,3,997,8
9380,21,11,1-21-2018-011-02,R,2,2,999,999,999,44,0,2004,34,5,105,61,F,3,997,8
9380,21,11,1-21-2018-011-02,L,2,3,999,999,999,98,0,2012,66,8,105,60,M,0,995,0
9381,21,12,1-21-2018-012-03,F,3,1,-13,11,17,86,0,2012,4,1,72,17,L,0,995,0
9381,21,12,1-21-2018-012-03,R,3,2,-10,-12,15,87,0,2017,4,1,48,66,L,0,995,0
9381,21,12,1-21-2018-012-03,L,3,3,999,999,999,98,0,2010,4,1,40,62,M,0,995,0
9382,21,13,1-21-2018-013-03,F,3,1,-7,1,7,69,0,2005,14,3,56,17,J,0,995,0
9382,21,13,1-21-2018-013-03,R,3,2,-7,-6,9,68,0,2016,4,1,56,63,J,0,995,0
9383,59,12,1-59-2018-012-08,L,8,1,999,999,999,7,1,2006,14,3,48,6,B,0,995,0
9384,15,15,1-15-2018-015-04,F,4,1,999,999,999,28,0,2014,4,1,48,52,D,0,995,0
9384,15,15,1-15-2018-015-04,B,4,2,999,999,999,29,0,2006,4,1,48,53,D,0,995,0
9384,15,15,1-15-2018-015-04,F,4,3,999,999,999,98,0,2016,6,1,48,62,M,0,995,0
9386,32,20,1-32-2018-020-06,F,6,1,-17,3,18,6,1,2009,5,1,113,12,B,0,995,0
9387,16,15,1-16-2018-015-07,F,7,1,-7,-3,8,83,0,2008,5,1,40,17,K,0,995,0
9387,16,15,1-16-2018-015-07,L,7,2,-3,5,6,82,0,2012,4,1,40,55,K,0,995,0
9391,11,2,1-11-2018-002-07,F,7,1,-37,0,37,20,0,2013,4,1,56,50,D,0,995,0
9391,11,2,1-11-2018-002-07,B,7,2,35,0,35,21,0,1996,4,1,56,53,D,0,995,0
9392,10,11,1-10-2018-011-08,F,8,1,-19,3,19,11,1,2002,4,1,40,11,C,3,997,8
9392,10,11,1-10-2018-011-08,L,8,2,999,999,999,99,99,2007,4,1,999,99,N,9,999,8
9392,10,11,1-10-2018-011-08,B,8,3,999,999,999,99,99,1999,34,5,999,99,N,9,999,8
9392,10,11,1-10-2018-011-08,F,8,4,999,999,999,99,99,2004,4,1,999,99,N,9,999,8
9393,23,17,1-23-2018-017-09,F,9,1,-27,10,29,86,0,2008,4,1,89,66,L,0,995,0
9393,23,17,1-23-2018-017-09,R,9,2,-20,-12,24,87,0,2003,15,3,72,17,L,0,995,0
9394,23,18,1-23-2018-018-06,F,6,1,-16,3,17,24,0,2009,4,1,97,51,D,0,995,0
9394,23,18,1-23-2018-018-06,B,6,2,17,-3,18,25,0,1999,4,1,97,53,D,0,995,0
9395,28,9,1-28-2018-009-07,F,7,1,999,999,999,1,1,2013,14,3,64,13,A,0,995,0
9396,52,6,1-52-2018-006-05,F,5,1,-74,0,74,6,1,2010,14,3,105,12,B,3,997,8
9397,32,21,1-32-2018-021-07,F,7,1,999,999,999,28,0,2013,4,1,113,52,D,0,995,0
9397,32,21,1-32-2018-021-07,B,7,2,999,999,999,29,0,2016,6,1,113,53,D,0,995,0
9398,32,22,1-32-2018-022-05,F,5,1,-62,0,62,1,1,2011,2,1,48,13,A,1,218,2
9399,32,23,1-32-2018-023-02,F,2,1,-16,-13,20,68,0,2015,4,1,64,15,J,0,995,0
9399,32,23,1-32-2018-023-02,F,2,2,-21,4,22,69,0,2017,6,1,64,62,J,1,0,2
9400,25,8,1-25-2018-008-03,F,3,1,-15,0,15,68,0,2001,4,1,56,15,J,0,995,0
9400,25,8,1-25-2018-008-03,F,3,2,-12,7,14,69,0,2015,4,1,56,62,J,0,995,0
9401,59,13,1-59-2018-013-02,F,2,1,-34,-12,36,88,0,2005,14,3,80,17,L,0,995,0
9401,59,13,1-59-2018-013-02,L,2,2,-10,28,29,89,0,2016,20,4,48,17,L,0,995,0
9402,26,14,1-26-2018-014-09,L,9,1,3,15,15,78,0,2001,5,1,0,11,K,0,997,8
9402,26,14,1-26-2018-014-09,F,9,2,-10,-4,11,79,0,2005,4,1,64,70,K,0,995,0
9403,26,15,1-26-2018-015-01,T,1,1,999,999,999,6,1,2001,15,3,72,12,B,0,995,0
9405,16,16,1-16-2018-016-04,F,4,1,-2,-2,3,88,0,2009,5,1,40,17,L,0,995,0
9405,16,16,1-16-2018-016-04,L,4,2,-2,3,4,89,0,2015,4,1,40,17,L,0,995,0
9406,16,17,1-16-2018-017-03,L,3,1,-15,0,15,7,1,2011,14,3,89,6,B,9,998,8
9407,24,14,1-24-2018-014-04,F,4,1,999,999,999,86,0,2018,50,7,80,66,L,0,995,0
9407,24,14,1-24-2018-014-04,R,4,2,999,999,999,87,0,2015,14,3,80,17,L,0,995,0
9408,19,15,1-19-2018-015-08,F,8,1,-47,0,47,73,1,2004,34,5,89,51,J,0,995,0
9408,19,15,1-19-2018-015-08,L,8,2,999,999,999,72,0,2003,2,1,89,53,J,0,995,0
9409,19,16,1-19-2018-016-05,F,5,1,999,999,999,1,1,2011,4,1,40,13,A,0,995,0
9410,12,10,1-12-2018-010-08,B,8,1,999,999,999,7,1,2003,6,1,72,6,B,0,995,0
9411,12,11,1-12-2018-011-03,F,3,1,999,999,999,20,0,2006,67,8,56,50,D,0,995,0
9411,12,11,1-12-2018-011-03,B,3,2,999,999,999,22,0,2015,14,3,56,53,D,0,995,0
9412,76,4,1-76-2018-004-04,F,4,1,999,999,999,20,0,2015,14,3,999,50,D,0,995,0
9412,76,4,1-76-2018-004-04,B,4,2,999,999,999,22,0,2006,9,1,999,52,D,0,995,0
9413,26,16,1-26-2018-016-04,F,4,1,999,999,999,28,0,2016,4,1,105,52,D,0,995,0
9413,26,16,1-26-2018-016-04,B,4,2,999,999,999,29,0,2010,66,8,105,53,D,0,995,0
9414,27,9,1-27-2018-009-03,F,3,1,-23,4,23,69,0,2005,14,3,64,62,J,0,995,0
9414,27,9,1-27-2018-009-03,R,3,2,-14,-24,27,68,0,2015,4,1,64,15,J,3,0,2
9415,17,17,1-17-2018-017-09,L,9,1,999,999,999,7,1,2008,4,1,89,13,B,0,995,0
9416,17,18,1-17-2018-018-04,F,4,1,-21,0,21,68,0,2014,6,1,0,15,J,0,995,0
9416,17,18,1-17-2018-018-04,F,4,2,-12,7,14,69,0,2009,34,5,0,54,J,0,995,0
9417,31,6,1-31-2018-006-09,F,9,1,-16,-3,17,2,1,2002,14,3,89,5,A,0,995,0
9418,29,10,1-29-2018-010-03,L,3,1,-10,12,15,82,0,2007,34,5,56,15,K,0,995,0
9418,29,10,1-29-2018-010-03,F,3,2,-17,-3,17,83,0,2014,4,1,56,67,K,0,995,0
9419,14,7,1-14-2018-007-09,L,9,1,-7,13,15,82,0,2001,14,3,89,55,K,0,995,0
9419,14,7,1-14-2018-007-09,F,9,2,-9,2,9,83,0,2012,34,5,89,66,K,9,995,0
9420,14,8,1-14-2018-008-09,F,9,1,999,999,999,48,1,2005,34,5,113,11,F,0,995,0
9420,14,8,1-14-2018-008-09,L,9,2,999,999,999,48,0,2004,5,1,113,60,F,0,995,0
9421,13,19,1-13-2018-019-06,F,6,1,-9,2,9,69,0,2007,4,1,72,62,J,0,995,0
9421,13,19,1-13-2018-019-06,R,6,2,-1,-8,8,68,0,2012,4,1,72,15,J,0,995,0
9422,13,20,1-13-2018-020-05,R,5,1,-2,-11,11,68,0,2009,14,3,64,15,J,0,995,0
9422,13,20,1-13-2018-020-05,F,5,2,-11,2,11,69,0,2011,4,1,64,62,J,0,995,0
9423,13,21,1-13-2018-021-03,F,3,1,-14,0,14,28,0,2014,14,3,72,52,D,0,995,0
9423,13,21,1-13-2018-021-03,B,3,2,10,-2,11,29,0,2010,6,1,72,53,D,0,995,0
9423,13,21,1-13-2018-021-03,B,3,3,999,999,999,98,0,2016,14,3,72,53,M,0,995,0
9425,18,9,1-18-2018-009-04,F,4,1,-36,0,36,1,1,2016,4,1,89,13,A,0,997,8
9426,18,10,1-18-2018-010-10,F,10,1,999,999,999,88,0,2011,50,7,40,17,L,0,995,0
9426,18,10,1-18-2018-010-10,L,10,2,999,999,999,89,0,2004,14,3,40,66,L,0,995,0
9427,66,6,1-66-2018-006-09,F,9,1,-11,0,11,3,1,2008,4,1,64,50,A,9,998,8
9428,33,15,1-33-2018-015-10,L,10,1,999,999,999,7,1,2001,2,1,56,13,B,0,995,0
9429,33,16,1-33-2018-016-08,F,8,1,999,999,999,87,0,2000,14,3,56,17,L,2,264,2
9429,33,16,1-33-2018-016-08,F,8,2,-9,-2,9,86,0,1972,34,5,56,66,L,0,995,0
9429,33,16,1-33-2018-016-08,F,8,3,999,999,999,99,99,2018,66,8,999,99,N,9,999,8
9430,33,17,1-33-2018-017-06,F,6,1,-22,-13,26,68,0,2012,4,1,56,15,J,1,0,2
9430,33,17,1-33-2018-017-06,F,6,2,-12,21,24,69,0,2013,14,3,56,66,J,0,995,0
9431,22,9,1-22-2018-009-02,R,2,1,-15,-26,30,64,1,2014,15,3,97,5,I,0,995,0
9431,22,9,1-22-2018-009-02,F,2,2,-38,14,40,65,0,1999,14,3,97,62,I,0,995,0
9432,22,10,1-22-2018-010-01,L,1,1,999,999,999,64,1,2001,3,1,97,13,I,1,0,3
9432,22,10,1-22-2018-010-01,F,1,2,999,999,999,65,0,2007,66,8,97,62,I,0,995,0
9433,15,16,1-15-2018-016-09,F,9,1,-26,0,26,11,1,2007,4,1,48,3,C,0,995,0
9433,15,16,1-15-2018-016-09,B,9,2,999,999,999,99,99,2004,4,1,999,99,N,9,999,8
9434,15,17,1-15-2018-017-06,F,6,1,-12,-2,12,68,0,2016,14,3,64,15,J,0,995,0
9434,15,17,1-15-2018-017-06,F,6,2,-11,4,11,69,0,2012,4,1,64,62,J,0,995,0
9435,15,18,1-15-2018-018-02,F,2,1,999,999,999,69,0,2007,14,3,64,62,J,0,995,0
9435,15,18,1-15-2018-018-02,R,2,2,999,999,999,68,0,2017,6,1,64,15,J,0,995,0
9436,21,14,1-21-2018-014-03,F,3,1,999,999,999,1,1,2014,4,1,105,12,A,0,995,0
9437,20,16,1-20-2018-016-10,L,10,1,999,999,999,2,1,1999,2,1,89,13,A,0,995,0
9439,20,18,1-20-2018-018-04,R,4,1,999,999,999,48,1,2016,34,5,40,50,F,0,995,0
9439,20,18,1-20-2018-018-04,9,4,2,999,999,999,48,0,2011,14,3,40,60,F,0,995,0
9442,20,19,1-20-2018-019-07,L,7,1,999,999,999,89,0,2009,4,1,40,66,L,0,995,0
9442,20,19,1-20-2018-019-07,F,7,2,999,999,999,88,0,2002,52,7,40,66,L,0,995,0
9443,30,14,1-30-2018-014-04,B,4,1,8,-1,8,92,0,2017,34,5,40,20,M,0,995,0
9443,30,14,1-30-2018-014-04,L,4,2,-3,16,16,93,0,2015,5,1,40,66,M,9,998,8
9446,24,15,1-24-2018-015-07,F,7,1,999,999,999,12,0,2010,14,3,40,11,C,0,995,0
9447,24,16,1-24-2018-016-04,L,4,1,999,999,999,16,0,2015,3,1,80,90,C,0,995,0
9448,28,10,1-28-2018-010-07,B,7,1,18,6,19,7,1,2009,4,1,113,6,B,0,995,0
9449,28,11,1-28-2018-011-02,F,2,1,-10,-12,15,7,1,2016,14,3,113,6,B,0,995,0
9450,23,19,1-23-2018-019-03,F,3,1,999,999,999,69,0,2015,14,3,56,62,J,0,995,0
9450,23,19,1-23-2018-019-03,F,3,2,999,999,999,68,0,2007,14,3,56,15,J,0,995,0
9451,23,20,1-23-2018-020-03,R,3,1,999,999,999,68,0,2017,50,7,89,15,J,0,995,0
9451,23,20,1-23-2018-020-03,F,3,2,999,999,999,69,0,2017,15,3,89,17,J,0,995,0
9452,23,21,1-23-2018-021-06,L,6,1,999,999,999,6,1,2013,4,1,113,12,B,0,995,0
9453,12,12,1-12-2018-012-03,F,3,1,-13,0,13,1,1,2016,4,1,105,13,A,3,0,2
9454,10,12,1-10-2018-012-03,F,3,1,999,999,999,20,0,2015,4,1,40,50,D,0,995,0
9454,10,12,1-10-2018-012-03,B,3,2,999,999,999,21,0,2009,52,7,40,53,D,0,995,0
9456,59,14,1-59-2018-014-07,F,7,1,-9,-8,12,88,0,2007,4,1,64,17,L,0,995,0
9456,59,14,1-59-2018-014-07,L,7,2,-7,8,11,89,0,2013,6,1,89,17,L,0,995,0
9457,59,15,1-59-2018-015-02,F,2,1,999,999,999,88,0,2018,4,1,48,17,L,0,995,0
9457,59,15,1-59-2018-015-02,L,2,2,999,999,999,89,0,2012,4,1,48,17,L,0,995,0
9458,32,24,1-32-2018-024-02,R,2,1,-17,-21,27,68,0,2014,2,1,64,15,J,1,995,0
9458,32,24,1-32-2018-024-02,F,2,2,-29,5,29,69,0,2008,4,1,64,62,J,0,995,0
9458,32,24,1-32-2018-024-02,L,2,3,-11,9,14,98,0,2015,6,1,64,62,M,0,995,0
9458,32,24,1-32-2018-024-02,L,2,4,-2,5,6,98,0,2011,14,3,64,60,M,0,995,0
9459,32,25,1-32-2018-025-07,F,7,1,-29,-5,29,28,0,2013,4,1,64,52,D,0,995,0
9459,32,25,1-32-2018-025-07,B,7,2,29,5,29,29,0,2011,4,1,64,18,D,0,995,0
9460,32,26,1-32-2018-026-02,F,2,1,999,999,999,7,1,2015,2,1,113,6,B,0,995,0
9462,14,9,1-14-2018-009-07,T,7,1,999,999,999,14,0,2011,34,5,72,14,C,9,998,8
9463,29,11,1-29-2018-011-03,F,3,1,-17,-3,18,2,1,2014,4,1,105,6,A,0,995,0
9464,19,17,1-19-2018-017-06,F,6,1,-14,-8,16,68,0,2010,20,4,72,15,J,0,995,0
9464,19,17,1-19-2018-017-06,F,6,2,-18,3,18,69,0,1998,34,5,72,54,J,0,995,0
9465,19,18,1-19-2018-018-07,F,7,1,-17,0,17,24,0,2011,34,5,72,51,D,0,995,0
9465,19,18,1-19-2018-018-07,B,7,2,17,-6,18,27,1,2013,34,5,72,16,D,0,995,0
9466,19,19,1-19-2018-019-10,F,10,1,999,999,999,1,1,2004,15,3,80,13,A,0,995,0
9467,25,9,1-25-2018-009-03,L,3,1,-16,19,24,82,0,2012,14,3,72,15,K,0,995,0
9467,25,9,1-25-2018-009-03,F,3,2,-31,-6,32,83,0,2014,4,1,72,67,K,0,995,0
9468,66,7,1-66-2018-007-10,T,10,1,999,999,999,2,1,2004,2,1,72,88,A,0,995,0
9469,16,18,1-16-2018-018-08,L,8,1,999,999,999,6,1,2004,15,3,56,12,B,0,995,0
9470,16,19,1-16-2018-019-01,F,1,1,-154,-27,156,6,1,2001,2,1,56,10,B,1,0,4
9471,16,20,1-16-2018-020-03,B,3,1,23,4,23,98,0,2003,34,5,105,53,M,0,995,0
9471,16,20,1-16-2018-020-03,F,3,2,-36,-6,36,21,0,2017,14,3,105,53,D,0,995,0
9471,16,20,1-16-2018-020-03,F,3,3,-15,0,15,20,0,2013,4,1,105,50,D,0,995,0
9472,17,19,1-17-2018-019-06,L,6,1,-18,21,28,82,0,2011,14,3,64,15,K,0,995,0
9472,17,19,1-17-2018-019-06,F,6,2,-21,-8,22,83,0,2011,6,1,64,67,K,0,995,0
9473,17,20,1-17-2018-020-03,F,3,1,-22,-13,25,68,0,2010,4,1,48,15,J,0,995,0
9473,17,20,1-17-2018-020-03,F,3,2,-16,6,17,69,0,2017,14,3,48,62,J,0,995,0
9474,17,21,1-17-2018-021-07,F,7,1,-11,-2,11,1,1,2012,6,1,89,13,A,0,995,0
9475,31,7,1-31-2018-007-09,T,9,1,999,999,999,2,1,1996,4,1,89,5,A,0,995,0
9476,30,15,1-30-2018-015-02,F,2,1,-26,0,26,32,0,2015,5,1,72,8,D,1,0,2
9476,30,15,1-30-2018-015-02,B,2,2,9,-2,9,32,0,2005,34,5,72,53,D,0,995,0
9477,22,11,1-22-2018-011-09,R,9,1,999,999,999,76,0,2004,3,1,56,15,K,0,112,1
9477,22,11,1-22-2018-011-09,F,9,2,999,999,999,77,0,2008,34,5,56,66,K,0,995,0
9478,13,22,1-13-2018-022-09,F,9,1,999,999,999,74,0,2000,4,1,0,16,J,0,997,8
9478,13,22,1-13-2018-022-09,L,9,2,999,999,999,74,0,2008,2,1,0,15,J,0,995,0
9479,13,23,1-13-2018-023-02,F,2,1,999,999,999,20,0,2014,4,1,64,50,D,0,995,0
9479,13,23,1-13-2018-023-02,B,2,2,999,999,999,21,0,2012,6,1,64,53,D,0,995,0
9479,13,23,1-13-2018-023-02,B,2,3,999,999,999,98,0,2015,4,1,64,53,M,0,995,0
9481,33,18,1-33-2018-018-01,R,1,1,999,999,999,87,0,2003,15,3,40,17,L,0,105,2
9481,33,18,1-33-2018-018-01,F,1,2,999,999,999,86,0,2013,34,5,56,66,L,0,80,3
9482,33,19,1-33-2018-019-10,9,10,1,999,999,999,82,0,2000,34,5,24,15,K,0,995,0
9482,33,19,1-33-2018-019-10,R,10,2,999,999,999,83,0,2003,2,1,56,72,K,0,995,0
9483,18,11,1-18-2018-011-09,L,9,1,999,999,999,2,1,2002,4,1,105,61,A,0,995,0
9484,26,17,1-26-2018-017-03,F,3,1,-30,-11,32,68,0,2014,4,1,64,15,J,0,995,0
9484,26,17,1-26-2018-017-03,F,3,2,-36,13,38,69,0,2016,14,3,64,62,J,0,995,0
9486,26,19,1-26-2018-019-03,R,3,1,-6,-33,34,87,0,2013,4,1,89,17,L,1,0,2
9486,26,19,1-26-2018-019-03,F,3,2,-21,4,21,86,0,2018,34,5,89,66,L,0,0,2
9487,52,8,1-52-2018-008-08,T,8,1,999,999,999,7,1,2004,15,3,80,12,B,0,995,0
9488,15,19,1-15-2018-019-02,T,2,1,999,999,999,11,1,2016,14,3,48,10,C,0,0,2
9488,15,19,1-15-2018-019-02,L,2,2,999,999,999,99,99,2011,14,3,999,99,N,9,999,8
9489,15,20,1-15-2018-020-05,L,5,1,12,7,14,49,1,2012,20,4,48,98,F,0,995,0
9489,15,20,1-15-2018-020-05,F,5,2,-17,-3,17,49,0,2011,14,3,48,64,F,0,995,0
9490,15,21,1-15-2018-021-09,F,9,1,999,999,999,11,1,2007,4,1,48,10,C,0,995,0
9490,15,21,1-15-2018-021-09,L,9,2,999,999,999,99,99,2008,15,3,999,99,N,9,999,8
9491,21,15,1-21-2018-015-03,T,3,1,999,999,999,1,1,2017,4,1,113,13,A,0,995,0
9492,21,16,1-21-2018-016-05,F,5,1,999,999,999,52,0,2005,6,1,105,50,G,0,995,0
9492,21,16,1-21-2018-016-05,F,5,2,999,999,999,52,1,2012,4,1,105,99,G,0,995,0
9493,20,20,1-20-2018-020-09,F,9,1,999,999,999,14,1,2001,14,3,40,13,C,0,995,0
9495,20,22,1-20-2018-022-03,R,3,1,-15,-41,44,68,0,2007,14,3,64,15,J,0,995,0
9495,20,22,1-20-2018-022-03,F,3,2,-64,0,64,69,0,2014,4,1,64,62,J,0,995,0
9496,20,23,1-20-2018-023-10,F,10,1,-22,0,23,6,1,1999,14,3,40,12,B,0,995,0
9496,20,23,1-20-2018-023-10,F,10,2,999,999,999,99,99,2000,34,5,999,99,N,9,999,8
9497,26,20,1-26-2018-020-09,F,9,1,999,999,999,3,1,2007,34,5,105,52,A,2,0,2
9498,13,25,1-13-2018-025-01,L,1,1,999,999,999,7,1,2002,2,1,105,9,B,1,0,3
9498,13,25,1-13-2018-025-01,T,1,2,999,999,999,98,0,2009,34,5,105,91,M,0,995,0
9498,13,25,1-13-2018-025-01,L,1,3,999,999,999,98,0,2008,34,5,105,91,M,0,995,0
9510,24,17,1-24-2018-017-09,F,9,1,999,999,999,2,1,2004,2,1,80,9,A,0,995,0
9511,16,21,1-16-2018-021-06,F,6,1,-14,-5,15,88,0,2009,4,1,40,17,L,0,995,0
9511,16,21,1-16-2018-021-06,L,6,2,-5,8,10,89,0,2006,15,3,40,66,L,0,995,0
9512,16,22,1-16-2018-022-08,R,8,1,-29,-81,86,68,1,1999,3,1,56,15,J,0,995,0
9512,16,22,1-16-2018-022-08,F,8,2,-63,0,63,69,0,2005,4,1,56,62,J,0,995,0
9513,23,22,1-23-2018-022-10,F,10,1,999,999,999,13,0,2008,14,3,89,87,C,0,995,0
9514,23,23,1-23-2018-023-04,B,4,1,45,0,45,7,1,2016,4,1,89,6,B,0,995,0
9515,23,24,1-23-2018-024-03,F,3,1,999,999,999,6,1,2014,14,3,56,12,B,0,995,0
